Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,"Wheelbase 2,710 mm (106.7 in)","Front-engine, all-wheel-drive",,,Transmission,,,,,,,,,"The Lincoln Corsair is a compact luxury crossover manufactured by Ford and marketed by its Lincoln brand for model years 2020-2026, superseding the MKC. The Corsair was the best-selling vehicle for Lincoln.",'buccaneer') began in May 2020. The interior features a standard 8-inch dis,'buccaneer') began in May 2020. The interior features a standard 8-inch display flanked by a speedometer and tachometer in the instrument cluster and 8-inch infotainment screen running Lincoln Sync 3 software.,"As Lincoln's most compact luxury SUV, the Corsair delivers an elevated driving experience","As Lincoln's most compact luxury SUV, the Corsair delivers an elevated driving experience with a selection of powertrain options, advanced driver-assist features, and premium interior appointments."
,,,,Battery 14.4 kWh NMC Samsung SDI (Grand Touring),,,,,,,,,,,,,The interior receives a larger 13.2-inch touchscreen with Sync 4 software where,"The interior receives a larger 13.2-inch touchscreen with Sync 4 software where the HVAC controls now reside, the 12.3-inch fully digital instrument cluster is now standard, and new upholstery choices are available.",,
,,,,"Electric range 27–28 mi (43–45 km) (Grand Touring, EPA)",,,,,,,,,,,,,"The 2.3 L engine option was dropped, while the standard 2.0 L engine and plug-in","The 2.3 L engine option was dropped, while the standard 2.0 L engine and plug-in hybrid remain. The base Standard trim has been renamed to Premiere, while the Reserve and exclusively plug-in hybrid Grand Touring trims remain.",,
,,,,Plug-in charging AC: 3.3 kW SAEJ1772 (Grand Touring),,,,,,,,,,,,,"As with prior model years, the luxury crossover offers a handful of optional pac","As with prior model years, the luxury crossover offers a handful of optional packages, and today, Ford Authority lays them all out, including pricing, availability, and content.",,
,,,,"The Corsair went on sale in late 2019 with Standard and Reserve trims, with the exclusively plug-in hybrid Grand Touring trim arriving later in 2020. In the Chinese market, deliveries of the Corsair (Chinese: 冒险家; pinyin: mào xiǎn jiā; lit. 'buccaneer') began in May 2020.",,,,,,,,,,,,,"With two powertrain options and plenty of available upgrades, you can tailor the","With two powertrain options and plenty of available upgrades, you can tailor the Corsair to meet your lifestyle needs.",,
,,,,"Production of the Corsair, along with the Ford Escape ended in December 2025 at the Louisville Assembly Plant to make way for a midsize all-electric pickup to enter production in 2027.",,,,,,,,,,,,,Explore available customizations and standard features today.,Explore available customizations and standard features today.,,
,,,,,,,,,,,,,,,,,This package refines the […] Standard equipment includes the features that come,This package refines the […] Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,,,,,,,,,,,,,,Optional equipment not included.,Optional equipment not included.,,
,,,,,,,,,,,,,,,,,"In the interest of continuous development, we reserve the right to change specif","In the interest of continuous development, we reserve the right to change specifications, design or equipment at any time without notice or obligation.",,
,,,,,,,,,,,,,,,,,"As Lincoln's most compact luxury SUV, the Corsair delivers an elevated driving e","As Lincoln's most compact luxury SUV, the Corsair delivers an elevated driving experience with a selection of powertrain options, advanced driver-assist features, and premium interior appointments.",,
,,,,,,,,,,,,,,,,,Latest technology in the 2025 Lincoln Corsair: Compare all specifications and co,"Latest technology in the 2025 Lincoln Corsair: Compare all specifications and configurations of the 2025 Lincoln Corsair, special features and options, and check out specs and trims on CarBuzz Research the 2025 Lincoln Corsair at Cars.com and find specs, pricing, MPG, safety data, photos, videos, reviews and local inventory.",,
