Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,Lincoln,Aviator,Ford Explorer Sport Trac,"Front-engine, rear-wheel-drive",,,Transmission 5-speed 5R55S overdrive automatic,A standard towing package was fitted to all 4WD Aviators with a heavy-duty towing package optional on either rear-wheel drive (RWD) or 4WD models.,,,,,,,,"The Lincoln Aviator is a mid-size, three-row luxury SUV manufactured and marketed under the Lincoln brand of Ford Motor Company — and now in its second generation, with a hiatus from 2006 to 2020.",Along with the choice of four-wheel drive (4WD) configuration and towing package,"Along with the choice of four-wheel drive (4WD) configuration and towing packages, the Aviator was offered with optional heated/cooled front bucket seats, xenon (HID) headlights, 17-inch chrome wheels, and a DVD-based navigation system.",,
,,,"Wheelbase 2,888 mm (113.7 in)","Front-engine, four-wheel-drive",,,Transmission,Hybrid drivetrain PHEV (Grand Touring),,,,,,,,"The first generation Aviator was manufactured for 2003–2005 model years as a rebadged variant of the third generation Ford Explorer — and assembled at the now-closed St. Louis Assembly in Hazelwood, Missouri, alongside the Explorer and Mountaineer.",These options were late availability in 2003 on the premium model and 2004 (Ulti,"These options were late availability in 2003 on the premium model and 2004 (Ultimate), 2005 (Elite).",,
,,,Trim,Engine 4.6 L Modular V8 (gasoline),,,speed modular hybrid transmission (Grand Touring),,,,,,,,,"In place of the SOHC two-valve version of the 4.6 L Modular V8 shared with the Explorer/Mountaineer and other Ford trucks, the Aviator was fitted with the DOHC four-valve version of the engine, shared with the Mustang Mach 1 and Marauder.","As with the Explorer/Mountaineer, rear-wheel drive was standard, with Lincoln of","As with the Explorer/Mountaineer, rear-wheel drive was standard, with Lincoln offering all-wheel drive as an option; all versions were equipped with a five-speed 5R55S overdrive automatic transmission.",,
,,,"Wheelbase 3,025 mm (119.1 in)","In place of the SOHC two-valve version of the 4.6 L Modular V8 shared with the Explorer/Mountaineer and other Ford trucks, the Aviator was fitted with the DOHC four-valve version of the engine, shared with the Mustang Mach 1 and Marauder.",,,,,,,,,,,,"The facelifted Aviator was revealed on February 5, 2024, for the 2025 model year. It features a redesigned front fascia, refreshed interior and redesigned headlights. The plug-in hybrid Grand Touring trim was discontinued for 2025.","An Elite option package was offered, which bundled all features of the Premium/U","An Elite option package was offered, which bundled all features of the Premium/Ultimate trims; the package offered a DVD-based navigation system.",,
,,,,Gasoline plug-in hybrid:,,,,,,,,,,,,,"May 11, 2024Recently, Ford Authority delved into the optional packages available","May 11, 2024Recently, Ford Authority delved into the optional packages available for the refreshed 2025 Lincoln Aviator.",,
,,,,Electric motor 75 kW (101 hp; 102 PS) permanent magnet synchronous,,,,,,,,,,,,,"While all eyes are on the incoming model, some buyers might find a guide for the","While all eyes are on the incoming model, some buyers might find a guide for the 2024 Lincoln Aviator packages useful, since these models are currently ready and waiting for their next owners on dealer lots.",,
,,,,Power output 400–494 hp (298–368 kW; 406–501 PS),,,,,,,,,,,,,"Below, we break down each package by availability, pricing and content.","Below, we break down each package by availability, pricing and content.",,
,,,,speed modular hybrid transmission (Grand Touring),,,,,,,,,,,,,"Giving buyers a wide range of options, Lincoln divides the Aviator into three we","Giving buyers a wide range of options, Lincoln divides the Aviator into three well ...",,
,,,,Hybrid drivetrain PHEV (Grand Touring),,,,,,,,,,,,,Customize your Lincoln Aviator with various packages to suit your preferences.,Customize your Lincoln Aviator with various packages to suit your preferences.,,
,,,,Battery 13.6 kWh NMC LGES (Grand Touring),,,,,,,,,,,,,Explore options to find the perfect one for an elevated driving experience.,Explore options to find the perfect one for an elevated driving experience.,,
,,,,The Aviator is the first Lincoln model to offer a plug-in hybrid (PHEV) powertrain.,,,,,,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,,,,,,,,,,,,,,"Each trim offers a unique set of features, with optional packages that further e","Each trim offers a unique set of features, with optional packages that further enhance comfort, safety, and style.",,
,,,,,,,,,,,,,,,,,"2024 Lincoln Aviator Specs, Features & Options Here's everything you need to kno","2024 Lincoln Aviator Specs, Features & Options Here's everything you need to know about each trim in the 2024 Lincoln Aviator lineup.",,
,,,,,,,,,,,,,,,,,Pricing and Which One to Buy The price of the 2024 Lincoln Aviator starts at $54,"Pricing and Which One to Buy The price of the 2024 Lincoln Aviator starts at $54,735 and goes up to $80,620 depending on the trim and options.",,
