Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Lincoln,MKZ,"Wheelbase 107.4 in (2,728 mm)","Front-engine, front-wheel-drive",,,Transmission 6-speed Aisin TF-80 automatic,Rollover Rating (AWD): 9.2%,,,,,,,,"The MKZ was manufactured exclusively at Ford's Mexican Hermosillo Stamping & Assembly plant, with production commencing in August 2005 and ending with MY 2020.","Optional in the Zephyr was a power moonroof, a DVD-based satellite navigation sy","Optional in the Zephyr was a power moonroof, a DVD-based satellite navigation system and HID headlights.","It comes with intelligent all-wheel drive, luxury soft-touch seats and 10-way heated power","It comes with intelligent all-wheel drive, luxury soft-touch seats and 10-way heated power front seats with 2-way power lumbar."
,,,Authority control databases: National,Gasoline Hybrid:,,,,,,,,,,,,"Packaging: Hybrid models featured fixed rear seat backs in contrast to fold-down rear seats of ICE models, to accommodate the High Voltage Battery (HVB), vertically located just behind the rear seat-back, and cooled via vents at the face of the rear seat cushions.",The Zephyr featured standard four-wheel anti-lock disc brakes with traction cont,The Zephyr featured standard four-wheel anti-lock disc brakes with traction control.,,
,,,,L Duratec 25 I4 (Hybrid; '11-'12),,,,,,,,,,,,"The MKZ received no more major changes, with the new model years bringing new colors and a gradual diminishing of the lineup. For 2020, the car's final year on the market, only the Base and Reserve trims remained, with either Hybrid, Turbo, or V6 powertrains.","At its 2006 introduction, Lincoln originally suggested pronunciation of the name","At its 2006 introduction, Lincoln originally suggested pronunciation of the nameplate MKZ as ""mark-zee,"" subsequently shifting to ""em-kay-zee"" (""em-kay-zedd"" in Europe) after noticing focus groups and dealership personnel naturally using the latter pronunciation. The 2007 MKZ was presented at the Chicago Auto Show in February 2006.",,
,,,,"–12 Hybrid: 3,756 lb (1,704 kg)",,,,,,,,,,,,,"For 2008, the MKZ received as standard equipment Sirius satellite radio, perfora","For 2008, the MKZ received as standard equipment Sirius satellite radio, perforated leather seats, a reverse sensing system, a tire pressure-monitoring system, and Lincoln SYNC (late availability). For 2009, Ford's 'AdvanceTrac' stability control system became standard, while a special edition ""Midnight Black"" package was available, featuring black leather seating surfaces and panels contrasted with real maple wood and satin nickel inserts.",,
,,,,"Lincoln presented the 2010 MKZ at the 2008 Los Angeles International Auto Show, with either a gasoline or hybrid powertrain — styled under Chief Designer Derryl Behmer and Design Director Peter Horbury — and released in the spring of 2009.",,,,,,,,,,,,,The MKZ remained positioned as an entry-level luxury sedan with models priced fr,"The MKZ remained positioned as an entry-level luxury sedan with models priced from just under US$30,000 to fully optioned models remaining below $40,000.",,
,,,,"Mechanically, the MKZ featured suspension revised to improve ride quality and handling and a new 'SelectShift' six-speed automatic transmission. The output of the 3.5L V6 remained the same, and changes to the six-speed automatic reduced shift times and improved acceleration.",,,,,,,,,,,,,Facelift (2010) 2010 Lincoln MKZ Lincoln presented the 2010 MKZ at the 20,"Facelift (2010) 2010 Lincoln MKZ Lincoln presented the 2010 MKZ at the 2008 Los Angeles International Auto Show, with either a gasoline or hybrid powertrain — styled under Chief Designer Derryl Behmer and Design Director Peter Horbury — and released in the spring of 2009. In addition to substantial underbody work, exterior changes included a more pronounced ""split wing"" (aka Bow Wave) grille, larger LED taillights, revised trunk lid, and standard restyled 17-inch wheels.",,
,,,,MKZ Hybrid (2011),,,,,,,,,,,,,"Interior revisions included a new instrument cluster, center stack, door trim, a","Interior revisions included a new instrument cluster, center stack, door trim, as well as updated colors, materials and finishes — including genuine wood accents in ash or swirled walnut, as well as standard Bridge of Weir leather.",,
,,,,MKZ Hybrid,,,,,,,,,,,,,"Also optional, a package, marketed as the Executive Package provided dark charco","Also optional, a package, marketed as the Executive Package provided dark charcoal Bridge of Weir leather with suede inserts and a dark seam, or cashmere-colored leather with leather seat inserts and dark seam; front and rear premium floor mats with Lincoln logo and suede edging, genuine walnut swirl wood accents on the instrument panel and center console; unique door-trim inserts with accent stitching and bespoke front center console armrest insert.",,
,,,,MKZ Hybrid with leaf road badging on trunk lid and front doors,,,,,,,,,,,,,"Also for MY 2011, Lincoln offered an interior aluminum trim package, substitutin","Also for MY 2011, Lincoln offered an interior aluminum trim package, substituting aluminum trim on the instrument panel and front and rear doors (in lieu of genuine wood) and a fully leather-wrapped steering wheel.",,
,,,,,,,,,,,,,,,,,"For 2015, automatic headlights, rear parking sensors and rear view camera became","For 2015, automatic headlights, rear parking sensors and rear view camera became standard.",,
,,,,,,,,,,,,,,,,,The Black Label trim package was introduced featuring premium interior trim mate,"The Black Label trim package was introduced featuring premium interior trim materials including Alcantara on the headliner, visors, and upper trim, luxurious floormats, premium leather seating surfaces with embossed Lincoln logos on the headrests, and featured a leather wrapped instrument panel.",,
,,,,,,,,,,,,,,,,,The 3.7 L V6 was dropped in favor of a 3.0 L twin-turbo V6 engine unique to Linc,"The 3.7 L V6 was dropped in favor of a 3.0 L twin-turbo V6 engine unique to Lincoln, producing between 350 and 400 horsepower depending on the drive-train. Trim levels include the standard model, plus Premiere, Select, Reserve and top level Black Label, which is three special appearance packages, a tradition started with the Designer Editions in 1976.",,
,,,,,,,,,,,,,,,,,"The MKZ offers the ""Vineyard"" (unique to the MKZ), ""Chalet"", and ""Thoroughbred""","The MKZ offers the ""Vineyard"" (unique to the MKZ), ""Chalet"", and ""Thoroughbred"" theme appearance packages.",,
,,,,,,,,,,,,,,,,,"In continuing with Lincoln tradition, Bridge of Weir ""Deepsoft"" leather is used","In continuing with Lincoln tradition, Bridge of Weir ""Deepsoft"" leather is used for the Select and Reserve trim packages.",,
,,,,,,,,,,,,,,,,,Lincoln WayTM includes: — Find Parking — Pre-Conditioning (schedule Remote Start,Lincoln WayTM includes: — Find Parking — Pre-Conditioning (schedule Remote Start) — Remote Lock/Unlock — Remote Start — Schedule Pick Up and Delivery — Smartphone Integrated Technology — Vehicle Finder Optional equipment not included.,,
,,,,,,,,,,,,,,,,,New 2020 Lincoln MKZ Standard Trim & Features The standard trim with plenty to o,New 2020 Lincoln MKZ Standard Trim & Features The standard trim with plenty to offer.,,
,,,,,,,,,,,,,,,,,"2020 Lincoln MKZ Specs, Features & Options Here's everything you need to know ab","2020 Lincoln MKZ Specs, Features & Options Here's everything you need to know about each trim in the 2020 Lincoln MKZ lineup.",,
,,,,,,,,,,,,,,,,,Quick summary: New paint options over retiring ones: Empire Blue Metallic Tinted,Quick summary: New paint options over retiring ones: Empire Blue Metallic Tinted Clearcoat (L3) Magma Red Clearcoat (E2) Red Carpet Metallic Tinted Clearcoat (D4) Silver Radiance Clearcoat (JS) Some package...,,
