Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Lexus,RZ,Transmission eAxle,Electric motor,,,Transmission eAxle,"It went on sale in 2022 (as the 2023 model year in North America), initially in RZ 450e grade, which is equipped with a standard fully variable ""Direct4"" all-wheel drive system and optional steer-by-wire technology.",,,,,,,,"At Tokyo Auto Salon 2023, a F Sport variant LEXUS RZ SPORT CONCEPT Showcased as a concept vehicle. Features a redesigned front bumper, a rear spoiler and overfenders.","Production is limited only 100 units in Japan. The RZ450e ""F Sport Performa","Production is limited only 100 units in Japan. The RZ450e ""F Sport Performance"" shares the same two-motor 4WD powertrain as the standard model, the RZ450e ""Version L"". RZ Sport Concept Front Rear view RZ600e F Sport Performance Toyota has announced a special model: RZ600e F Sport Performance, which will be available at dealers on 2 March, 2026.",,
,,,"Wheelbase 2,850 mm (112.2 in)",×150 kW (201 hp; 204 PS) 1XM AC permanent magnet synchronous (front) + 1×80 kW (107 hp; 109 PS) 1YM AC permanent magnet synchronous (rear) (XEBM15),,,"In June 2025, Lexus announced an updated version of the RZ that brings improvements to the battery and motor output as well as a new F Sport version with 'Lexus’ Interactive Manual Drive', a virtual gear shift system that mimics the feel of a manual transmission.","The RZ450e ""F Sport Performance"" shares the same two-motor 4WD powertrain as the standard model, the RZ450e ""Version L"".",,,,,,,,,,,,
,,,RZ 450e XEBM15 1×1XM (front) eAxle 150 kW (201 hp; 204 PS) 265 N⋅m (195 lb⋅ft) 230 kW (308 hp; 313 PS),kWh NMC CATL,,,,,,,,,,,,,,,,
,,,RZ 600e F Sport Performance,Electric range,,,,,,,,,,,,,,,,
,,,Lexus RZ 550e F Sport,Plug-in charging 150 kW DC,,,,,,,,,,,,,,,,
,,,F Sport Performance models,Model Chassis code Electric motor Transmission Power Torque Combined Power,,,,,,,,,,,,,,,,
,,,RZ450e F Sport Performance,RZ 300e XEBM10 1×1XM (front) eAxle 150 kW (201 hp; 204 PS) 265 N⋅m (195 lb⋅ft),,,,,,,,,,,,,,,,
,,,"At Tokyo Auto Salon 2023, a F Sport variant LEXUS RZ SPORT CONCEPT Showcased as a concept vehicle. Features a redesigned front bumper, a rear spoiler and overfenders.",RZ 450e XEBM15 1×1XM (front) eAxle 150 kW (201 hp; 204 PS) 265 N⋅m (195 lb⋅ft) 230 kW (308 hp; 313 PS),,,,,,,,,,,,,,,,
,,,"The RZ450e ""F Sport Performance"" shares the same two-motor 4WD powertrain as the standard model, the RZ450e ""Version L"".",×1YM (rear) 80 kW (107 hp; 109 PS) 170 N⋅m (130 lb⋅ft),,,,,,,,,,,,,,,,
,,,RZ Sport Concept,RZ 350e 165 kW (221 hp; 224 PS),,,,,,,,,,,,,,,,
,,,RZ600e F Sport Performance,RZ 500e 280 kW (375 hp; 381 PS),,,,,,,,,,,,,,,,
