Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Lexus,RZ,Transmission eAxle,Electric motor,,,Transmission eAxle,"It went on sale in 2022 (as the 2023 model year in North America), initially in RZ 450e grade, which is equipped with a standard fully variable ""Direct4"" all-wheel drive system and optional steer-by-wire technology.",,,,,,,,"At Tokyo Auto Salon 2023, a F Sport variant LEXUS RZ SPORT CONCEPT Showcased as a concept vehicle. Features a redesigned front bumper, a rear spoiler and overfenders.","Production is limited only 100 units in Japan. The RZ450e ""F Sport Performa","Production is limited only 100 units in Japan. The RZ450e ""F Sport Performance"" shares the same two-motor 4WD powertrain as the standard model, the RZ450e ""Version L"". RZ Sport Concept Front Rear view RZ600e F Sport Performance Toyota has announced a special model: RZ600e F Sport Performance, which will be available at dealers on 2 March, 2026.","RZ 450e LUXURY Mark Levinson®4 13-speaker, 12-channel, 1,800-watt Premium Surround Sound A","RZ 450e LUXURY Mark Levinson®4 13-speaker, 12-channel, 1,800-watt Premium Surround Sound Available 20-inch, split-10-spoke alloy wheels with Dark Premium Metallic finish The next evolution in Lexus design, the RZ 450e features an aerodynamic spindle body, a driver-focused interior and unparalleled refinement."
,,,"Wheelbase 2,850 mm (112.2 in)",×150 kW (201 hp; 204 PS) 1XM AC permanent magnet synchronous (front) + 1×80 kW (107 hp; 109 PS) 1YM AC permanent magnet synchronous (rear) (XEBM15),,,"In June 2025, Lexus announced an updated version of the RZ that brings improvements to the battery and motor output as well as a new F Sport version with 'Lexus’ Interactive Manual Drive', a virtual gear shift system that mimics the feel of a manual transmission.","The RZ450e ""F Sport Performance"" shares the same two-motor 4WD powertrain as the standard model, the RZ450e ""Version L"".",,,,,,,,,"2023 Lexus RZ Specs, Features & Options Here's everything you need to know about","2023 Lexus RZ Specs, Features & Options Here's everything you need to know about each trim in the 2023 Lexus RZ lineup.",,
,,,RZ 450e XEBM15 1×1XM (front) eAxle 150 kW (201 hp; 204 PS) 265 N⋅m (195 lb⋅ft) 230 kW (308 hp; 313 PS),kWh NMC CATL,,,,,,,,,,,,,Latest technology in the 2023 Lexus RZ: Compare all specifications and configura,"Latest technology in the 2023 Lexus RZ: Compare all specifications and configurations of the 2023 Lexus RZ, special features and options, and check out specs and trims on CarBuzz Which means you get better start-up acceleration, improved handling, more stability, and less power consumption.",,
,,,RZ 600e F Sport Performance,Electric range,,,,,,,,,,,,,Still have questions about 2023 Lexus RZ 450e prices and configuration options?,Still have questions about 2023 Lexus RZ 450e prices and configuration options?,,
,,,Lexus RZ 550e F Sport,Plug-in charging 150 kW DC,,,,,,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,F Sport Performance models,Model Chassis code Electric motor Transmission Power Torque Combined Power,,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,RZ450e F Sport Performance,RZ 300e XEBM10 1×1XM (front) eAxle 150 kW (201 hp; 204 PS) 265 N⋅m (195 lb⋅ft),,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,"At Tokyo Auto Salon 2023, a F Sport variant LEXUS RZ SPORT CONCEPT Showcased as a concept vehicle. Features a redesigned front bumper, a rear spoiler and overfenders.",RZ 450e XEBM15 1×1XM (front) eAxle 150 kW (201 hp; 204 PS) 265 N⋅m (195 lb⋅ft) 230 kW (308 hp; 313 PS),,,,,,,,,,,,,,,,
,,,"The RZ450e ""F Sport Performance"" shares the same two-motor 4WD powertrain as the standard model, the RZ450e ""Version L"".",×1YM (rear) 80 kW (107 hp; 109 PS) 170 N⋅m (130 lb⋅ft),,,,,,,,,,,,,,,,
,,,RZ Sport Concept,RZ 350e 165 kW (221 hp; 224 PS),,,,,,,,,,,,,,,,
,,,RZ600e F Sport Performance,RZ 500e 280 kW (375 hp; 381 PS),,,,,,,,,,,,,,,,
