Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Hyundai,Ioniq,"Wheelbase 2,700 mm (106.3 in)","Malaysia: Kulim, Kedah (Hyundai-Sime Darby Motors, hybrid only)",,,Transmission 6-speed DCT,Hybrid drivetrain Parallel,,,,,,,,"The Ioniq is Hyundai's first automobile built from the ground up and specifically available as a hybrid or electric powered. It is related to the Kia Niro crossover utility vehicle and Hyundai Elantra, with which it shares a wheelbase and suspension components.","The hybrid version competes with, and surpasses in fuel economy, the previous mi","The hybrid version competes with, and surpasses in fuel economy, the previous mileage leader in the Toyota Prius. Hyundai expects the model with 15-inch wheels to obtain an EPA rated combined fuel economy between 57 mpg‑US (4.1 L/100 km; 68 mpg‑imp) and 58 mpg‑US (4.1 L/100 km; 70 mpg‑imp), just ahead of the 2016 Toyota Prius at 56 mpg‑US (4.2 L/100 km; 67 mpg‑imp). The Ioniq is also available with a 17-inch alloy rim option.","Plug-in Hybrid Electric Available LED headlights Available 17"" eco alloy wheels (available; Harman Kardon audio","Plug-in Hybrid Electric Available LED headlights Available 17"" eco alloy wheels (available on Hybrid powertrain only) The Hyundai Ioniq hybrids don't do anything exciting, but they look and drive like regular cars, and their fuel efficiency and value make them attractive buys. | [Brochure] Harman Kardon audio"
,,,,"Layout Front-engine or motor, front-wheel-drive",,,x2 electric automatic,Drivetrain and chassis,,,,,,,,,"* Optional as part of a pack ** No cost option 07/05/2021 Overall, the Hyundai I","* Optional as part of a pack ** No cost option 07/05/2021 Overall, the Hyundai Ioniq Electric (2021) offers a reliable and efficient all-electric driving experience.",,
,,,,Ioniq Hybrid,,,,Hybrid drivetrain Plug-in hybrid,,,,,,,,,Select Your Options No options are available for this vehicle.,Select Your Options No options are available for this vehicle.,,
,,,,Ioniq Hybrid,,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,Engine 1.6 L Kappa II GDI HEV I4,,,,,,,,,,,,,,,,
,,,,Electric motor 32 kW (44 PS; 43 hp),,,,,,,,,,,,,,,,
,,,,Power output 77 kW (105 PS; 103 hp) (petrol engine),,,,,,,,,,,,,,,,
,,,,PS (104 kW; 139 hp) (combined),,,,,,,,,,,,,,,,
,,,,Hybrid drivetrain Parallel,,,,,,,,,,,,,,,,
,,,,Battery 1.56 kWh lithium-ion polymer battery,,,,,,,,,,,,,,,,
,,,,"The Ioniq is Hyundai's first automobile built from the ground up and specifically available as a hybrid or electric powered. It is related to the Kia Niro crossover utility vehicle and Hyundai Elantra, with which it shares a wheelbase and suspension components.",,,,,,,,,,,,,,,,
,,,,L Kappa engine in an Ioniq Hybrid,,,,,,,,,,,,,,,,
,,,,Ioniq Electric,,,,,,,,,,,,,,,,
