Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1996,Rolls-Royce,Brooklands/Turbo R,Brooklands and (LWB),6.8L V8 ((GUZZLER) (L410MNKT) (FFS)),Automatic 4-spd,Rear-Wheel Drive,Premium Gasoline,Midsize Cars,8,6.8,11,16,12,,,,,,6.8L V8 Twin Turbo,Twin Turbocharged
1996,Rolls-Royce,Brooklands/Turbo R,Turbo R/Turbo Rl,"6.8L V8 ((GUZZLER) (L410MTKT) (FFS,TRBO))",Automatic 4-spd,Rear-Wheel Drive,Premium Gasoline,Midsize Cars,8,6.8,10,15,12,,,,,,6.8L V8 Twin Turbo,Twin Turbocharged
