Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Mercedes,EQB-Class,"Wheelbase 2,829 mm (111 in)",Electric motor asynchronous motor (front) permanent magnet motor (rear),Model Years Power Torque 0–100 km/h (0–62 mph) Top speed Range (WLTP),"Front-motor, front-wheel drive",,group-media.mercedes-benz.com.,group-media.mercedes-benz.com.,,
,,,,kW (225 hp) (Dual),,The EQB is part of the EQ family and is based on the Mercedes-Benz GLB. The EQB is available in both front-wheel drive and 4MATIC branded dual motor all wheel drive configurations. The Mercedes EQB is available in five and seven seat layouts.,,The 2025 Mercedes-Benz EQB comes as a SUV that's designed for drivers who need r,The 2025 Mercedes-Benz EQB comes as a SUV that's designed for drivers who need reliability and performance in one package.,,
,,,,kW (288 hp) (Dual),,,,Over the following pages you'll find model prices and a breakdown of standard an,"Over the following pages you'll find model prices and a breakdown of standard and optional equipment, as well as details of the attractive finance offers and benefits that are available to every Mercedes-Benz driver.",,
,,,,Battery 66.5 kWh,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,Electric range 256 mi (412 km),,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,The Mercedes-Benz EQB (X243) is a seven-seat battery electric mid-size D-segment crossover SUV produced by the German automobile manufacturer Mercedes-Benz from 2021.,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,EQB 250 2021–2026 140 kW,,,,"For a wider range of equipment and accessories available, please approach our sa","For a wider range of equipment and accessories available, please approach our sales personnel.",,
,,,,EQB 300 4MATIC 2021–2026 168 kW,,,,"With multiple powertrain options and drivetrain configurations, the 2025 EQB lin","With multiple powertrain options and drivetrain configurations, the 2025 EQB lineup ensures an ideal fit for every driver.",,
,,,,EQB 350 4MATIC 2021–2026 215 kW,,,,,,,
,,,,GLC with EQ technology Electric Crossover X540,,,,,,,
,,,,EQA Electric Crossover H243,,,,,,,
,,,,EQB Electric Crossover X243,,,,,,,
