Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Mercedes,EQB-Class,"Wheelbase 2,829 mm (111 in)",Electric motor asynchronous motor (front) permanent magnet motor (rear),Model Years Power Torque 0–100 km/h (0–62 mph) Top speed Range (WLTP),"Front-motor, front-wheel drive",,group-media.mercedes-benz.com.,group-media.mercedes-benz.com.,"The EQB 300 4Matic is available in Exclusive ($55,750) or Pinnacle ($58,300) trim, the lat","The EQB 300 4Matic is available in Exclusive ($55,750) or Pinnacle ($58,300) trim, the latter equipped with a Burmester surround-sound audio system, a panoramic roof, and a surround-view camera."
,,,,kW (225 hp) (Dual),,The EQB is part of the EQ family and is based on the Mercedes-Benz GLB. The EQB is available in both front-wheel drive and 4MATIC branded dual motor all wheel drive configurations. The Mercedes EQB is available in five and seven seat layouts.,,The 2022 Mercedes-Benz EQB comes as a SUV that's designed for drivers who need r,The 2022 Mercedes-Benz EQB comes as a SUV that's designed for drivers who need reliability and performance in one package.,,
,,,,kW (288 hp) (Dual),,,,Latest technology in the 2022 Mercedes-Benz EQB SUV: Compare all specifications,"Latest technology in the 2022 Mercedes-Benz EQB SUV: Compare all specifications and configurations of the 2022 Mercedes-Benz EQB SUV, special features and options, and check out specs and trims on ...",,
,,,,Battery 66.5 kWh,,,,"A document that provides an order guide for the 2022 EQB SUV, featuring comprehe","A document that provides an order guide for the 2022 EQB SUV, featuring comprehensive details on models, equipment, paint options, wheels, upholstery, and trims.",,
,,,,Electric range 256 mi (412 km),,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,The Mercedes-Benz EQB (X243) is a seven-seat battery electric mid-size D-segment crossover SUV produced by the German automobile manufacturer Mercedes-Benz from 2021.,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,EQB 250 2021–2026 140 kW,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,EQB 300 4MATIC 2021–2026 168 kW,,,,"For a wider range of equipment and accessories available, please approach our s","For a wider range of equipment and accessories available, please approach our s les personnel.",,
,,,,EQB 350 4MATIC 2021–2026 215 kW,,,,"Prices quoted are inclusive of 1-year road tax, registration fee, number plates","Prices quoted are inclusive of 1-year road tax, registration fee, number plates and GST, but wit Mercedes-Benz India reserves the right to make changes without prior notice, in design, colours, materials, components, equipment, specifications, features, functions, make and models etc.",,
,,,,GLC with EQ technology Electric Crossover X540,,,,,,,
,,,,EQA Electric Crossover H243,,,,,,,
,,,,EQB Electric Crossover X243,,,,,,,
