Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2003,Volvo,S80,/S80 Executive,2.9L V6,Automatic 4-spd,Front-Wheel Drive,Premium Gasoline,Midsize Cars,6,2.9,18,25,20,,,,,,2.9L V6 Turbo,Turbocharged
2003,Volvo,S80,/S80 Executive,2.9L V6,Automatic (S4),Front-Wheel Drive,Premium Gasoline,Midsize Cars,6,2.9,17,24,19,,,,,,2.9L V6 Turbo,Turbocharged
