Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2019,Audi,Allroad,[Brochure Summary],,,,,,,,,,,,,,,,Bang & Olufsen audio | Nappa seating,[Brochure] Bang & Olufsen audio | Nappa seating
