Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1984,Ford,Thunderbird,Thunderbird,"2.3L I4 ((FFS,TRBO))",Automatic 3-spd,,Regular Gasoline,Compact Cars,4,2.3,16,20,18,,,,,,2.3L I4 Turbo,Turbocharged
1984,Ford,Thunderbird,Thunderbird,"2.3L I4 ((FFS,TRBO))",Manual 5-spd,,Regular Gasoline,Compact Cars,4,2.3,17,24,19,,,,,,2.3L I4 Turbo,Turbocharged
1984,Ford,Thunderbird,Thunderbird,3.8L V6 ((FFS)),Automatic 3-spd,,Regular Gasoline,Compact Cars,6,3.8,16,20,17,,,,,,3.8L V6 Twin Turbo,Twin Turbocharged
1984,Ford,Thunderbird,Thunderbird,3.8L V6 ((FFS)),Automatic 4-spd,,Regular Gasoline,Compact Cars,6,3.8,17,23,19,,,,,,3.8L V6 Twin Turbo,Twin Turbocharged
1984,Ford,Thunderbird,Thunderbird,5.0L V8 ((FFS)),Automatic 4-spd,,Regular Gasoline,Compact Cars,8,5.0,15,22,17,,,,,,5.0L V8,
1984,Ford,Thunderbird,Thunderbird,"2.3L I4 ((FFS,TRBO) CA model)",Automatic 3-spd,,Regular Gasoline,Compact Cars,4,2.3,16,20,18,,,,,,2.3L I4 Turbo,Turbocharged
1984,Ford,Thunderbird,Thunderbird,"2.3L I4 ((FFS,TRBO) CA model)",Manual 5-spd,,Regular Gasoline,Compact Cars,4,2.3,17,23,19,,,,,,2.3L I4 Turbo,Turbocharged
1984,Ford,Thunderbird,Thunderbird,3.8L V6 ((FFS) CA model),Automatic 3-spd,,Regular Gasoline,Compact Cars,6,3.8,16,20,18,,,,,,3.8L V6 Twin Turbo,Twin Turbocharged
1984,Ford,Thunderbird,Thunderbird,3.8L V6 ((FFS) CA model),Automatic 4-spd,,Regular Gasoline,Compact Cars,6,3.8,17,22,19,,,,,,3.8L V6 Twin Turbo,Twin Turbocharged
1984,Ford,Thunderbird,Thunderbird,5.0L V8 ((FFS) CA model),Automatic 4-spd,,Regular Gasoline,Compact Cars,8,5.0,14,20,16,,,,,,5.0L V8,
