Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Volvo,S90,"Wheelbase 2,935–3,060 mm (115.6–120.5 in)","Layout Front-engine, front-wheel drive or all-wheel drive",Transmission,"Layout Front-engine, front-wheel drive or all-wheel drive",Predecessor Volvo S80 II,"In July 2016, an optional, cosmetic R-Design package was announced.","In July 2016, an optional, cosmetic R-Design package was announced.",,
,,,S90 Long Wheelbase,Engine,speed M66 manual,Hybrid drivetrain Plug-in hybrid,The Volvo S90 is an executive sedan manufactured and marketed by Swedish automaker Volvo Cars from 2016. Its estate variant is called the Volvo V90.,A long wheelbase version was announced for availability in the United States.[16,"A long wheelbase version was announced for availability in the United States. A mild hybrid version was offered in 2020. In 2023, Volvo removed conventional engines as an option, meaning mild hybrids are the base engine option in the US. In Cambodia, the S90 was previously imported and sold by HGB Auto, primarily in short‑wheelbase form, with only the S90 Inscription available through authorized dealerships.",,
,,,,Mild Hybrid,,T8 AWD,,,,,
,,,,kWh,,,,,,,
,,,,Electric range 45 km (28 mi) (NEDC),,,,,,,
,,,,Engines,,,,,,,
,,,,Petrol engines hide,,,,,,,
