Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1987,Toyota,Supra,Supra,3.0L V6 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,16,21,18,,,,,,3.0L V6,
1987,Toyota,Supra,Supra,"3.0L V6 ((FFS,TRBO))",Automatic 4-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,16,22,18,,,,,,3.0L V6,
1987,Toyota,Supra,Supra,"3.0L V6 ((FFS,TRBO))",Manual 5-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,16,21,18,,,,,,3.0L V6,
1987,Toyota,Supra,Supra,3.0L V6 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,16,21,18,,,,,,3.0L V6,
