Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,BMW,M,240i Coupe M Performance,3.0L V6 (SIDI),Automatic (S8),Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,22,30,25,,,,,
2020,BMW,M,240i Coupe M Performance,3.0L V6 (SIDI),Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,19,27,22,,,,,
2020,BMW,M,240i xDrive Coupe M Performance,3.0L V6 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,22,30,25,,,,,
2020,BMW,M,240i Coupe,3.0L V6 (SIDI),Automatic (S8),Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,22,30,25,,,,,
2020,BMW,M,240i Coupe,3.0L V6 (SIDI),Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,19,27,22,,,,,
2020,BMW,M,240i xDrive Coupe,3.0L V6 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,22,30,25,,,,,
2020,BMW,M,240i Convertible,3.0L V6 (SIDI),Automatic (S8),Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,22,30,25,,,,,
2020,BMW,M,240i Convertible,3.0L V6 (SIDI),Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,19,27,22,,,,,
2020,BMW,M,240i xDrive Convertible,3.0L V6 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,22,30,25,,,,,
2020,BMW,M,2 Competition Coupe,3.0L V6 (SIDI),Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,18,25,20,,,,,
2020,BMW,M,2 Competition Coupe,3.0L V6 (SIDI),Automatic (AM-S7),Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,17,23,19,,,,,
2020,BMW,M,4 Convertible,3.0L V6 (SIDI),Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,17,25,20,,,,,
2020,BMW,M,4 Convertible,3.0L V6 (SIDI),Automatic (AM-S7),Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,16,22,19,,,,,
2020,BMW,M,4 Convertible Competition,3.0L V6 (SIDI),Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,17,25,20,,,,,
2020,BMW,M,4 Convertible Competition,3.0L V6 (SIDI),Automatic (AM-S7),Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,16,22,19,,,,,
2020,BMW,M,340i xDrive,3.0L V6 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Compact Cars,6,3.0,22,30,25,,,,,
2020,BMW,M,340i,3.0L V6 (SIDI),Automatic (S8),Rear-Wheel Drive,Premium Gasoline,Compact Cars,6,3.0,22,30,25,,,,,
2020,BMW,M,4 Coupe,3.0L V6 (SIDI),Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Compact Cars,6,3.0,18,25,20,,,,,
2020,BMW,M,4 Coupe,3.0L V6 (SIDI),Automatic (AM-S7),Rear-Wheel Drive,Premium Gasoline,Compact Cars,6,3.0,17,23,19,,,,,
2020,BMW,M,4 CS,3.0L V6 (SIDI),Automatic (AM-S7),Rear-Wheel Drive,Premium Gasoline,Compact Cars,6,3.0,17,23,19,,,,,
2020,BMW,M,4 Coupe Competition,3.0L V6 (SIDI),Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Compact Cars,6,3.0,18,25,20,,,,,
2020,BMW,M,4 Coupe Competition,3.0L V6 (SIDI),Automatic (AM-S7),Rear-Wheel Drive,Premium Gasoline,Compact Cars,6,3.0,17,23,19,,,,,
2020,BMW,M,760i xDrive,6.6L V12 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Large Cars,12,6.6,13,20,16,,,,,
2020,BMW,M,850i xDrive Coupe,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Subcompact Cars,8,4.4,18,25,20,,,,,
2020,BMW,M,850i xDrive Convertible,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Subcompact Cars,8,4.4,17,25,20,,,,,
2020,BMW,M,550i xDrive,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Midsize Cars,8,4.4,18,25,20,,,,,
2020,BMW,M,850i xDrive Gran Coupe,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Midsize Cars,8,4.4,17,25,20,,,,,
2020,BMW,M,8 Coupe,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Subcompact Cars,8,4.4,15,21,17,,,,,
2020,BMW,M,8 Competition Coupe,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Subcompact Cars,8,4.4,15,21,17,,,,,
2020,BMW,M,8 Convertible,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Subcompact Cars,8,4.4,15,21,17,,,,,
2020,BMW,M,8 Competition Convertible,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Subcompact Cars,8,4.4,15,21,17,,,,,
2020,BMW,M,5,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Midsize Cars,8,4.4,15,21,17,,,,,
2020,BMW,M,5 Competition,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Midsize Cars,8,4.4,15,21,17,,,,,
2020,BMW,M,8 Gran Coupe,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Midsize Cars,8,4.4,15,21,17,,,,,
2020,BMW,M,8 Competition Gran Coupe,4.4L V8 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Midsize Cars,8,4.4,15,21,17,,,,,
2020,BMW,M,2 CS Coupe,3.0L V6 (SIDI),Manual 6-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,17,24,20,,,,,
2020,BMW,M,2 CS Coupe,3.0L V6 (SIDI),Automatic (AM-S7),Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,6,3.0,16,23,19,,,,,
