Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2015,Audi,Allroad,allroad quattro,FFV 2.0L I4 (SIDI; FFV),Automatic (S8),All-Wheel Drive,Premium Gasoline / E85,Small Station Wagons,4,2.0,21,28,24,,,,,
