Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
1990,Pontiac,Grand Prix,Ste Turbo,"3.1L V6 ((FFS,TRBO))",Automatic 4-spd,Front-Wheel Drive,Premium Gasoline,Midsize Cars,6,3.1,15,23,18,,,,,
1990,Pontiac,Grand Prix,Turbo,"3.1L V6 ((FFS,TRBO))",Automatic 4-spd,Front-Wheel Drive,Premium Gasoline,Midsize Cars,6,3.1,15,23,18,,,,,
1990,Pontiac,Grand Prix,Grand Prix,2.3L I4 ((FFS)),Automatic 3-spd,Front-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.3,19,27,22,,,,,
1990,Pontiac,Grand Prix,Grand Prix,3.1L V6 ((FFS)),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Midsize Cars,6,3.1,17,27,20,,,,,
1990,Pontiac,Grand Prix,Grand Prix,3.1L V6 ((FFS)),Manual 5-spd,Front-Wheel Drive,Regular Gasoline,Midsize Cars,6,3.1,15,26,19,,,,,
