Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Mazda,3,4-Door 2WD,2.0L I4 (SIDI),Automatic (S6),Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.0,28,36,31,,,,,
2021,Mazda,3,4-Door 2WD,2.5L I4 (SIDI),Automatic (S6),Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.5,26,35,30,,,,,
2021,Mazda,3,4-Door 4WD,2.5L I4 (SIDI),Automatic (S6),Four-Wheel Drive,Regular Gasoline,Compact Cars,4,2.5,25,33,28,,,,,
2021,Mazda,3,5-Door 2WD,2.5L I4 (SIDI),Manual 6-spd,Front-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.5,24,33,27,,,,,
2021,Mazda,3,5-Door 2WD,2.5L I4 (SIDI),Automatic (S6),Front-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.5,26,34,29,,,,,
2021,Mazda,3,5-Door 4WD,2.5L I4 (SIDI),Automatic (S6),Four-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.5,25,31,27,,,,,
2021,Mazda,3,4-Door 2WD,2.5L I4 (SIDI; With Cylinder Deactivation),Automatic (S6),Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.5,26,35,30,,,,,
2021,Mazda,3,4-Door 4WD,2.5L I4 (SIDI; With Cylinder Deactivation),Automatic (S6),Four-Wheel Drive,Regular Gasoline,Compact Cars,4,2.5,25,33,28,,,,,
2021,Mazda,3,4-Door 4WD,2.5L I4 (SIDI),Automatic (S6),Four-Wheel Drive,Regular Gasoline,Compact Cars,4,2.5,23,32,27,,,,,
2021,Mazda,3,5-Door 4WD,2.5L I4 (SIDI),Automatic (S6),Four-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.5,23,31,26,,,,,
