Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Nissan,Sentra,[Brochure Summary],,,,,,,,,,,,,,,,Bose audio | Premium Cloth seating,[Brochure] Bose audio | Premium Cloth seating
