Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2021,Ford,Mustang,Mach 1,5.0L V8,Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,8,5.0,15,23,18,,,,,,5.0L V8,
2021,Ford,Mustang,Mustang,2.3L I4 (SIDI),Manual 6-spd,Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.3,21,29,24,,,,,,2.3L I4 Turbo,Turbocharged
2021,Ford,Mustang,HO Coupe,2.3L I4 (SIDI),Manual 6-spd,Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.3,20,27,22,,,,,,2.3L I4 Turbo,Turbocharged
2021,Ford,Mustang,Mustang,2.3L I4 (SIDI),Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.3,21,32,25,,,,,,2.3L I4 Turbo,Turbocharged
2021,Ford,Mustang,HO Coupe,2.3L I4 (SIDI),Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.3,20,27,23,,,,,,2.3L I4 Turbo,Turbocharged
2021,Ford,Mustang,HO Convertible,2.3L I4 (SIDI),Manual 6-spd,Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.3,19,25,21,,,,,,2.3L I4 Turbo,Turbocharged
2021,Ford,Mustang,Convertible,2.3L I4 (SIDI),Manual 6-spd,Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.3,20,27,23,,,,,,2.3L I4 Turbo,Turbocharged
2021,Ford,Mustang,Convertible,2.3L I4 (SIDI),Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.3,20,28,23,,,,,,2.3L I4 Turbo,Turbocharged
2021,Ford,Mustang,HO Convertible,2.3L I4 (SIDI),Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.3,19,26,22,,,,,,2.3L I4 Turbo,Turbocharged
2021,Ford,Mustang,Shelby GT500 Mustang,5.2L V8,Automatic (AM7),Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,8,5.2,12,18,14,,,,,,5.2L V8 Supercharged,Supercharged
2021,Ford,Mustang,Mustang,5.0L V8,Manual 6-spd,Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,8,5.0,15,24,18,,,,,,5.0L V8,
2021,Ford,Mustang,Mustang,5.0L V8,Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,8,5.0,15,24,19,,,,,,5.0L V8,
2021,Ford,Mustang,Convertible,5.0L V8,Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,8,5.0,15,23,18,,,,,,5.0L V8,
2021,Ford,Mustang,Mach 1,5.0L V8,Manual 6-spd,Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,8,5.0,14,22,17,,,,,,5.0L V8,
2021,Ford,Mustang,Mustang,2.3L I4 (SIDI),Automatic 10-spd,Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.3,21,32,25,,,,,,2.3L I4 Turbo,Turbocharged
2021,Ford,Mustang,Convertible,2.3L I4 (SIDI),Automatic 10-spd,Rear-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.3,20,28,23,,,,,,2.3L I4 Turbo,Turbocharged
