Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
1985,Ford,Ranger,Pickup Cab Chassis,2.3L I4 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,4,2.3,19,22,20,,,,,
1985,Ford,Ranger,Pickup Cab Chassis,2.8L V6 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,6,2.8,15,17,16,,,,,
1985,Ford,Ranger,Pickup Cab Chassis,2.8L V6 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,6,2.8,14,17,15,,,,,
1985,Ford,Ranger,Pickup 2WD,2.3L I4 ((FFS) CA model),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.3,19,23,20,,,,,
1985,Ford,Ranger,Pickup 2WD,2.3L I4 ((FFS) CA model),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.3,22,26,24,,,,,
1985,Ford,Ranger,Pickup 2WD,2.8L V6 ((FFS) CA model),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,6,2.8,15,20,17,,,,,
1985,Ford,Ranger,Pickup 2WD,2.8L V6 ((FFS) CA model),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,6,2.8,16,22,18,,,,,
1985,Ford,Ranger,Pickup 4WD,2.3L I4 ((FFS) CA model),Manual 5-spd,All-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.3,21,25,23,,,,,
1985,Ford,Ranger,Pickup 4WD,2.8L V6 ((FFS) CA model),Automatic 4-spd,All-Wheel Drive,Regular Gasoline,Small Pickup Trucks,6,2.8,15,20,16,,,,,
1985,Ford,Ranger,Pickup 4WD,2.8L V6 ((FFS) CA model),Manual 5-spd,All-Wheel Drive,Regular Gasoline,Small Pickup Trucks,6,2.8,16,20,18,,,,,
1985,Ford,Ranger,Pickup Cab Chassis,2.3L I4 ((FFS) CA model),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,4,2.3,19,22,20,,,,,
1985,Ford,Ranger,Pickup Cab Chassis,2.8L V6 ((FFS) CA model),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,6,2.8,14,17,15,,,,,
1985,Ford,Ranger,Pickup 2WD,2.0L I4,Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.0,20,25,22,,,,,
1985,Ford,Ranger,Pickup 2WD,2.3L I4 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.3,18,22,20,,,,,
1985,Ford,Ranger,Pickup 2WD,"Diesel 2.3L I4 ((DSL,TRBO)) Diesel",Manual 5-spd,Rear-Wheel Drive,Diesel,Small Pickup Trucks,4,2.3,25,30,27,,,,,
1985,Ford,Ranger,Pickup 2WD,2.3L I4 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.3,23,27,25,,,,,
1985,Ford,Ranger,Pickup 2WD,2.8L V6 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,6,2.8,16,22,18,,,,,
1985,Ford,Ranger,Pickup 4WD,2.3L I4 ((FFS)),Manual 5-spd,All-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.3,21,26,23,,,,,
1985,Ford,Ranger,Pickup 4WD,Diesel 2.3L I4 Diesel,Manual 5-spd,All-Wheel Drive,Diesel,Small Pickup Trucks,4,2.3,23,27,25,,,,,
1985,Ford,Ranger,Pickup 4WD,2.8L V6 ((FFS)),Automatic 4-spd,All-Wheel Drive,Regular Gasoline,Small Pickup Trucks,6,2.8,15,20,17,,,,,
1985,Ford,Ranger,Pickup 4WD,2.8L V6 ((FFS)),Manual 5-spd,All-Wheel Drive,Regular Gasoline,Small Pickup Trucks,6,2.8,17,21,18,,,,,
