Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
1985,Nissan,Truck,Cab Chassis 2WD,2.4L I4 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,4,2.4,14,14,14,,,,,
1985,Nissan,Truck,2WD,2.4L I4 ((FFS) CA model),Automatic 3-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.4,18,21,19,,,,,
1985,Nissan,Truck,2WD,2.4L I4 ((FFS) CA model),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.4,18,23,20,,,,,
1985,Nissan,Truck,2WD,Diesel 2.5L I4 (CA model) Diesel,Manual 5-spd,Rear-Wheel Drive,Diesel,Small Pickup Trucks,4,2.5,24,29,26,,,,,
1985,Nissan,Truck,4WD,2.4L I4 ((FFS) CA model),Manual 5-spd,All-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,4,2.4,16,20,17,,,,,
1985,Nissan,Truck,Cab Chassis 2WD,2.4L I4 ((FFS) CA model),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,4,2.4,13,14,13,,,,,
1985,Nissan,Truck,2WD,2.0L I4 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.0,23,29,25,,,,,
1985,Nissan,Truck,2WD,2.4L I4 ((FFS)),Automatic 3-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.4,18,20,19,,,,,
1985,Nissan,Truck,2WD,2.4L I4 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Small Pickup Trucks,4,2.4,19,24,21,,,,,
1985,Nissan,Truck,2WD,Diesel 2.5L I4 Diesel,Manual 5-spd,Rear-Wheel Drive,Diesel,Small Pickup Trucks,4,2.5,26,30,27,,,,,
1985,Nissan,Truck,4WD,2.4L I4 ((FFS)),Manual 5-spd,All-Wheel Drive,Regular Gasoline,Standard Pickup Trucks,4,2.4,17,20,18,,,,,
