Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2007,Lincoln,Mark LT,Mark LT,5.4L V8,Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks 2WD,8,5.4,12,16,14,,,,,,5.4L V8 Turbo,Turbocharged
2007,Lincoln,Mark LT,Mark LT,5.4L V8,Automatic 4-spd,All-Wheel Drive,Regular Gasoline,Standard Pickup Trucks 4WD,8,5.4,12,16,14,,,,,,5.4L V8 Turbo,Turbocharged
