Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2019,Infiniti,QX50,QX50,2.0L I4 (SIDI & PFI; VCR),Automatic (AV-S8),Front-Wheel Drive,Premium Gasoline,Small Sport Utility Vehicle 2WD,4,2.0,24,31,27,,,,,
2019,Infiniti,QX50,AWD,2.0L I4 (SIDI & PFI; VCR),Automatic (AV-S8),All-Wheel Drive,Premium Gasoline,Small Sport Utility Vehicle 4WD,4,2.0,24,30,26,,,,,
