Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2009,Lincoln,MKZ,AWD,3.5L V6,Automatic 6-spd,All-Wheel Drive,Regular Gasoline,Midsize Cars,6,3.5,17,24,19,,,,,,3.5L V6 Twin Turbo,Twin Turbocharged
2009,Lincoln,MKZ,FWD,3.5L V6,Automatic 6-spd,Front-Wheel Drive,Regular Gasoline,Midsize Cars,6,3.5,18,28,21,,,,,,3.5L V6 Twin Turbo,Twin Turbocharged
