Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2026,Bentley,Continental,GT,Plug-in Hybrid 4.0L V8 (SIDI; PHEV),Automatic (AM-S8),All-Wheel Drive,Premium Gasoline / Electricity,Subcompact Cars,8,4.0,17,22,19,,,,,,4.0L V8,
2026,Bentley,Continental,GTC,Plug-in Hybrid 4.0L V8 (SIDI; PHEV),Automatic (AM-S8),All-Wheel Drive,Premium Gasoline / Electricity,Minicompact Cars,8,4.0,17,22,19,,,,,,4.0L V8,
