Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2017,Fiat,US FullLine,[Brochure Summary],,,,,,,,,,,,,,,,3-inch touchscreen; 7-inch touchscreen | Bose audio | Premium cloth; Leather-trimmed; leather-trimmed seating,[Brochure] 3-inch touchscreen; 7-inch touchscreen | Bose audio | Premium cloth; Leather-trimmed; leather-trimmed seating
