Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1986,Jeep,Cherokee/Wagoneer,2WD,"Diesel 2.1L I4 ((DSL,TRBO) (MPFI) (NO-CAT)) Diesel",Manual 5-spd,Rear-Wheel Drive,Diesel,Special Purpose Vehicle 2WD,4,2.1,24,29,26,,,,,,2.1L I4 Turbo,Turbocharged
1986,Jeep,Cherokee/Wagoneer,2WD,2.5L I4 ((FFS) (SPFI)),Automatic 3-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,4,2.5,18,21,19,,,,,,2.5L I4,
1986,Jeep,Cherokee/Wagoneer,2WD,2.5L I4 ((FFS) (SPFI)),Manual 4-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,4,2.5,21,25,23,,,,,,2.5L I4,
1986,Jeep,Cherokee/Wagoneer,2WD,2.5L I4 ((FFS) (SPFI)),Manual 4-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,4,2.5,18,22,19,,,,,,2.5L I4,
1986,Jeep,Cherokee/Wagoneer,2WD,2.5L I4 ((FFS) (SPFI)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,4,2.5,19,24,21,,,,,,2.5L I4,
1986,Jeep,Cherokee/Wagoneer,2WD,2.8L V6,Automatic 3-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,6,2.8,15,18,16,,,,,,2.8L V6,
1986,Jeep,Cherokee/Wagoneer,2WD,2.8L V6,Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Special Purpose Vehicle 2WD,6,2.8,15,20,17,,,,,,2.8L V6,
1986,Jeep,Cherokee/Wagoneer,4WD,"Diesel 2.1L I4 ((DSL,TRBO) (NO-CAT)) Diesel",Manual 5-spd,All-Wheel Drive,Diesel,Special Purpose Vehicles,4,2.1,24,26,25,,,,,,2.1L I4 Turbo,Turbocharged
1986,Jeep,Cherokee/Wagoneer,4WD,2.5L I4 ((FFS) (SPFI)),Automatic 3-spd,All-Wheel Drive,Regular Gasoline,Special Purpose Vehicles,4,2.5,17,20,18,,,,,,2.5L I4,
1986,Jeep,Cherokee/Wagoneer,4WD,2.5L I4 ((FFS) (SPFI)),Manual 4-spd,All-Wheel Drive,Regular Gasoline,Special Purpose Vehicles,4,2.5,19,24,21,,,,,,2.5L I4,
1986,Jeep,Cherokee/Wagoneer,4WD,2.5L I4 ((FFS) (SPFI)),Manual 4-spd,All-Wheel Drive,Regular Gasoline,Special Purpose Vehicles,4,2.5,17,21,18,,,,,,2.5L I4,
1986,Jeep,Cherokee/Wagoneer,4WD,2.5L I4 ((FFS) (SPFI)),Manual 5-spd,All-Wheel Drive,Regular Gasoline,Special Purpose Vehicles,4,2.5,18,23,20,,,,,,2.5L I4,
1986,Jeep,Cherokee/Wagoneer,4WD,2.8L V6,Automatic 3-spd,All-Wheel Drive,Regular Gasoline,Special Purpose Vehicles,6,2.8,15,17,16,,,,,,2.8L V6,
1986,Jeep,Cherokee/Wagoneer,4WD,2.8L V6,Manual 5-spd,All-Wheel Drive,Regular Gasoline,Special Purpose Vehicles,6,2.8,15,20,17,,,,,,2.8L V6,
