Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Volkswagen,Arteon,[Brochure Summary],,,,,,,,,,,,,,,,Harman Kardon audio | 8-speaker system | Nappa seating,[Brochure] Harman Kardon audio | 8-speaker system | Nappa seating
