Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2017,Mercedes-Benz,S-Class,AMG S63 4matic Convertible,5.5L V8 (SIDI),Automatic 7-spd,Four-Wheel Drive,Premium Gasoline,Subcompact Cars,8,5.5,14,22,17,,,,,
2017,Mercedes-Benz,S-Class,S550 Convertible,4.7L V8 (SIDI),Automatic 9-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,8,4.7,17,25,20,,,,,
2017,Mercedes-Benz,S-Class,S65 AMG Convertible,6.0L V12,Automatic 7-spd,Rear-Wheel Drive,Premium Gasoline,Subcompact Cars,12,6.0,14,21,16,,,,,
2017,Mercedes-Benz,S-Class,S600,6.0L V12,Automatic 7-spd,Rear-Wheel Drive,Premium Gasoline,Large Cars,12,6.0,13,22,16,,,,,
2017,Mercedes-Benz,S-Class,AMG S65,6.0L V12,Automatic 7-spd,Rear-Wheel Drive,Premium Gasoline,Large Cars,12,6.0,13,22,16,,,,,
2017,Mercedes-Benz,S-Class,S550,4.7L V8 (SIDI),Automatic 9-spd,Rear-Wheel Drive,Premium Gasoline,Large Cars,8,4.7,18,26,21,,,,,
2017,Mercedes-Benz,S-Class,S550 4matic,4.7L V8 (SIDI),Automatic 9-spd,Four-Wheel Drive,Premium Gasoline,Large Cars,8,4.7,16,25,20,,,,,
2017,Mercedes-Benz,S-Class,S550 4matic Coupe,4.7L V8 (SIDI),Automatic 9-spd,Four-Wheel Drive,Premium Gasoline,Compact Cars,8,4.7,17,25,20,,,,,
2017,Mercedes-Benz,S-Class,AMG S63 4matic Coupe,5.5L V8 (SIDI),Automatic 7-spd,Four-Wheel Drive,Premium Gasoline,Compact Cars,8,5.5,15,23,18,,,,,
2017,Mercedes-Benz,S-Class,AMG S63 4matic,5.5L V8 (SIDI),Automatic 7-spd,Four-Wheel Drive,Premium Gasoline,Large Cars,8,5.5,15,23,18,,,,,
2017,Mercedes-Benz,S-Class,S65 AMG Coupe,6.0L V12,Automatic 7-spd,Rear-Wheel Drive,Premium Gasoline,Compact Cars,12,6.0,13,21,16,,,,,
2017,Mercedes-Benz,S-Class,S550e,Plug-in Hybrid 3.0L V6 (SIDI; PHEV),Automatic 7-spd,Rear-Wheel Drive,Premium Gasoline / Electricity,Large Cars,6,3.0,24,30,26,,,,,
