Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1998,Honda,Prelude,Prelude,2.2L I4 (DOHC-VTEC),Automatic 4-spd,Front-Wheel Drive,Premium Gasoline,Subcompact Cars,4,2.2,19,25,21,,,,,,2.2L I4,
1998,Honda,Prelude,Prelude,2.2L I4 (DOHC-VTEC),Manual 5-spd,Front-Wheel Drive,Premium Gasoline,Subcompact Cars,4,2.2,20,24,22,,,,,,2.2L I4,
