Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1988,Ford,Aerostar Van,Aerostar Van,3.0L V6 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Vans,6,3.0,15,20,17,,,,,,3.0L V6 Twin Turbo,Twin Turbocharged
1988,Ford,Aerostar Van,Aerostar Van,3.0L V6 ((FFS)),Manual 5-spd,Rear-Wheel Drive,Regular Gasoline,Vans,6,3.0,16,22,18,,,,,,3.0L V6 Twin Turbo,Twin Turbocharged
