Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,BMW,228i,"Wheelbase 2,670 mm (105.1 in)","Front-engine, front-wheel-drive",Transmission,,"The first generation of the 2 Series Gran Coupé was revealed on 16 October 2019, and officially premiered at the 2019 Los Angeles Auto Show in November, and was launched in worldwide markets in March 2020.","Electrifying Efficiency · Dominating Performance Dec 24, 2025Pricing and Trim Op","Electrifying Efficiency · Dominating Performance Dec 24, 2025Pricing and Trim Options for the New BMW 228i Model It is offered in multiple trims, allowing buyers to customize their vehicle to suit their needs and preferences.","The base model offers excellent value, while the 228i Xdrive Gran Coupe adds enhanced all-","The base model offers excellent value, while the 228i Xdrive Gran Coupe adds enhanced all-wheel-drive performance."
,,,M Sport package,"Front-engine, all-wheel-drive (xDrive)",speed Getrag manual,,All petrol and diesel engines are installed with particulate filters and meet the Euro 6d-TEMP emissions standard. Diesel engines also have AdBlue selective catalytic reduction.,"The base model offers excellent value, while the 228i Xdrive Gran Coupe adds enh","The base model offers excellent value, while the 228i Xdrive Gran Coupe adds enhanced all-wheel-drive performance.",,
,,,"models with the M Sport Trim and M235 models can be fitted with M Performance Parts. These include sport brakes, carbon fibre mirrors and M rims.",Engine,speed Aisin AWF8F35 automatic,,Predecessor BMW 1 Series (F52) (China),"This trim comes with all of the standard features of the 228i Gran Coupe, along","This trim comes with all of the standard features of the 228i Gran Coupe, along with genuine leather upholstery.",,
,,,Wheelbase,L B46/B48 I4 turbo,,,,The standard features of the BMW 228 Gran Coupe xDrive include 2.0L I-4 241hp in,"The standard features of the BMW 228 Gran Coupe xDrive include 2.0L I-4 241hp intercooled turbo engine, 7-speed auto-shift manual transmission, 4-wheel anti-lock brakes (ABS), integrated navigation system, side seat mounted airbags, curtain 1st and 2nd row overhead airbags, airbag occupancy sensor, automatic air conditioning, 18"" aluminum wheels, cruise control, ABS and driveline traction control.",,
,,,BMW 1-Series 1.5 M Sport (LHD) (2025),Diesel:,,,,,,,
,,,,L B47 I4 turbo,,,,,,,
,,,,All petrol and diesel engines are installed with particulate filters and meet the Euro 6d-TEMP emissions standard. Diesel engines also have AdBlue selective catalytic reduction.,,,,,,,
,,,,The 2 Series uses the navigation system and camera data to prevent unnecessary gear changes when travelling through corners and to determine appropriate shutdowns for the engine start-stop system.,,,,,,,
,,,,Petrol engines,,,,,,,
,,,,Model Years Engine Power Torque 0–100 km/h (0–62 mph),,,,,,,
,,,,"i 2022– B38A15 1.5 L I3 turbo 81 kW (109 hp) at 4,600–6,500 rpm 190 N⋅m (140 lb⋅ft) at 1,380–3,800 rpm 10.8 s",,,,,,,
,,,,"i 2019– 103 kW (138 hp) at 4,500–6,500 rpm 220 N⋅m (162 lb⋅ft) at 1,500–4,100 rpm 9.1 s",,,,,,,
,,,,"i 2020– B48A20 2.0 L I4 turbo 131 kW (176 hp) at 5,000–5,500 rpm 280 N⋅m (207 lb⋅ft) at 1,350–4,200 rpm 7.1 s",,,,,,,
