Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1995,Jaguar,XJ,12,6.0L V12 ((GUZZLER) (FFS)),Automatic 4-spd,Rear-Wheel Drive,Premium Gasoline,Compact Cars,12,6.0,11,15,12,,,,,,6.0L V12 Turbo,Turbocharged
1995,Jaguar,XJ,6,4.0L V6 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Premium Gasoline,Compact Cars,6,4.0,15,22,18,,,,,,4.0L V6 Turbo,Turbocharged
