Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2011,Bentley,Continental Supersports Convertible,Continental Supersports Convertible,FFV 6.0L V12 (FFV),Automatic (S6),All-Wheel Drive,Premium Gasoline / E85,Subcompact Cars,12,6.0,12,19,14,,,,,
