Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1997,Ford,Aspire,Aspire,1.3L I4 ((FFS)),Automatic 3-spd,Front-Wheel Drive,Regular Gasoline,Subcompact Cars,4,1.3,24,29,26,,,,,,1.3L I4 Turbo,Turbocharged
1997,Ford,Aspire,Aspire,1.3L I4 ((FFS)),Manual 5-spd,Front-Wheel Drive,Regular Gasoline,Subcompact Cars,4,1.3,29,38,33,,,,,,1.3L I4 Turbo,Turbocharged
