Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Land Rover,Range Rover,Sport,5.0L V8 (SIDI),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,5.0,17,22,19,,,,,
2022,Land Rover,Range Rover,Sport SVR,5.0L V8 (SIDI),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,5.0,15,20,16,,,,,
2022,Land Rover,Range Rover,Sport P360 MHEV,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,6,3.0,19,24,21,,,,,
2022,Land Rover,Range Rover,Sport P400 MHEV,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,6,3.0,19,24,21,,,,,
2022,Land Rover,Range Rover,Sport PHEV,Plug-in Hybrid 2.0L I4 (SIDI; PHEV),Automatic (S8),Four-Wheel Drive,Premium Gasoline / Electricity,Standard Sport Utility Vehicle 4WD,4,2.0,18,21,19,,,,,
2022,Land Rover,Range Rover,Evoque,2.0L I4 (SIDI),Automatic (S9),All-Wheel Drive,Premium Gasoline,Small Sport Utility Vehicle 4WD,4,2.0,20,27,22,,,,,
2022,Land Rover,Range Rover,Range Rover,5.0L V8 (SIDI),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,5.0,16,21,18,,,,,
2022,Land Rover,Range Rover,LWB,5.0L V8 (SIDI),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,5.0,16,21,18,,,,,
2022,Land Rover,Range Rover,SVA,5.0L V8 (SIDI),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,5.0,14,19,16,,,,,
2022,Land Rover,Range Rover,LWB SVA,5.0L V8 (SIDI),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,5.0,13,19,15,,,,,
2022,Land Rover,Range Rover,P360 MHEV,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,6,3.0,18,23,20,,,,,
2022,Land Rover,Range Rover,P400 MHEV,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,6,3.0,18,23,20,,,,,
2022,Land Rover,Range Rover,Evoque MHEV,Hybrid 2.0L I4 (SIDI; Mild Hybrid),Automatic (S9),All-Wheel Drive,Premium Gasoline,Small Sport Utility Vehicle 4WD,4,2.0,21,26,23,,,,,
2022,Land Rover,Range Rover,Velar,2.0L I4 (SIDI),Automatic (S8),All-Wheel Drive,Premium Gasoline,Small Sport Utility Vehicle 4WD,4,2.0,20,26,23,,,,,
2022,Land Rover,Range Rover,Velar P340 MHEV,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Small Sport Utility Vehicle 4WD,6,3.0,20,26,22,,,,,
2022,Land Rover,Range Rover,Velar P400 MHEV,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Small Sport Utility Vehicle 4WD,6,3.0,19,25,21,,,,,
2022,Land Rover,Range Rover,New Range Rover P360 MHEV,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,6,3.0,18,26,21,,,,,
2022,Land Rover,Range Rover,New Range Rover P400 MHEV,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,6,3.0,18,26,21,,,,,
2022,Land Rover,Range Rover,New Range Rover P400 LWB MHEV,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,6,3.0,18,26,21,,,,,
2022,Land Rover,Range Rover,New Range Rover P360 LWB MHEV,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,6,3.0,18,26,21,,,,,
2022,Land Rover,Range Rover,New Range Rover,4.4L V8 (SIDI),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,4.4,16,21,18,,,,,
2022,Land Rover,Range Rover,New Range Rover LWB,4.4L V8 (SIDI),Automatic (S8),Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,4.4,16,21,18,,,,,
