Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
1985,Subaru,RX Turbo,RX Turbo,NAL,Manual 5-spd,Four-Wheel Drive,Regular Gasoline,Subcompact Cars,NA,NA,22,28,24,,,,,
1985,Subaru,RX Turbo,RX Turbo,NAL (CA model),Manual 5-spd,Four-Wheel Drive,Regular Gasoline,Subcompact Cars,NA,NA,21,27,23,,,,,
