Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1992,Dodge,Shadow,Convertible,2.5L I4 ((FFS)),Automatic 3-spd,Front-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.5,20,25,22,,,,,,2.5L I4,
1992,Dodge,Shadow,Convertible,"2.5L I4 ((FFS,TRBO))",Automatic 3-spd,Front-Wheel Drive,Premium Gasoline,Subcompact Cars,4,2.5,17,22,19,,,,,,2.5L I4,
1992,Dodge,Shadow,Convertible,2.5L I4 ((FFS)),Manual 5-spd,Front-Wheel Drive,Regular Gasoline,Subcompact Cars,4,2.5,20,29,23,,,,,,2.5L I4,
1992,Dodge,Shadow,Convertible,"2.5L I4 ((FFS,TRBO))",Manual 5-spd,Front-Wheel Drive,Premium Gasoline,Subcompact Cars,4,2.5,18,24,20,,,,,,2.5L I4,
1992,Dodge,Shadow,Convertible,3.0L V6 ((FFS)),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Subcompact Cars,6,3.0,18,24,20,,,,,,3.0L V6,
1992,Dodge,Shadow,Convertible,3.0L V6 ((FFS)),Manual 5-spd,Front-Wheel Drive,Regular Gasoline,Subcompact Cars,6,3.0,16,25,19,,,,,,3.0L V6,
1992,Dodge,Shadow,Shadow,2.2L I4 ((FFS)),Automatic 3-spd,Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.2,21,26,23,,,,,,2.2L I4,
1992,Dodge,Shadow,Shadow,2.2L I4 ((FFS)),Manual 5-spd,Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.2,23,29,25,,,,,,2.2L I4,
1992,Dodge,Shadow,Shadow,2.5L I4 ((FFS)),Automatic 3-spd,Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.5,20,25,22,,,,,,2.5L I4,
1992,Dodge,Shadow,Shadow,"2.5L I4 ((FFS,TRBO))",Automatic 3-spd,Front-Wheel Drive,Premium Gasoline,Compact Cars,4,2.5,18,23,20,,,,,,2.5L I4,
1992,Dodge,Shadow,Shadow,2.5L I4 ((FFS)),Manual 5-spd,Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.5,20,29,23,,,,,,2.5L I4,
1992,Dodge,Shadow,Shadow,"2.5L I4 ((FFS,TRBO))",Manual 5-spd,Front-Wheel Drive,Premium Gasoline,Compact Cars,4,2.5,18,24,20,,,,,,2.5L I4,
1992,Dodge,Shadow,Shadow,3.0L V6 ((FFS)),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Compact Cars,6,3.0,18,26,21,,,,,,3.0L V6,
1992,Dodge,Shadow,Shadow,3.0L V6 ((FFS)),Manual 5-spd,Front-Wheel Drive,Regular Gasoline,Compact Cars,6,3.0,18,26,21,,,,,,3.0L V6,
