Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2025,Volvo,XC60,B5 AWD,Hybrid 2.0L I4 (SIDI; Mild Hybrid),Automatic (S8),All-Wheel Drive,Premium Gasoline,Small Sport Utility Vehicle 4WD,4,2.0,23,30,26,,,,,,2.0L I4 Turbo,Turbocharged
2025,Volvo,XC60,T8 AWD,Plug-in Hybrid 2.0L I4 (SIDI; PHEV),Automatic (S8),All-Wheel Drive,Premium Gasoline / Electricity,Small Sport Utility Vehicle 4WD,4,2.0,28,28,28,,,,,,2.0L I4,
