Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1998,Chevrolet,Lumina/Monte Carlo,Lumina/Monte Carlo,3.1L V6,Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Midsize Cars,6,3.1,17,27,21,,,,,,3.1L V6,
1998,Chevrolet,Lumina/Monte Carlo,Lumina/Monte Carlo,3.8L V6,Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Midsize Cars,6,3.8,17,27,21,,,,,,3.8L V6,
1998,Chevrolet,Lumina/Monte Carlo,Lumina/Monte Carlo,3.8L V6,Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Midsize Cars,6,3.8,16,25,19,,,,,,3.8L V6,
