Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2024,Rivian,R1S,All-Terrain Quad Large (20 inch),EV Electricity,Automatic (A1),All-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,65,60,63,,,,,,EV Electricity,
2024,Rivian,R1S,All-Terrain Dual Large (20in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,72,64,68,,,,,,EV Electricity,
2024,Rivian,R1S,All-Terrain Dual Max (20in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,78,67,73,,,,,,EV Electricity,
2024,Rivian,R1S,All-Terrain Dual Standard Plus (20in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,68,62,65,,,,,,EV Electricity,
2024,Rivian,R1S,All-Terrain Performance Dual Large (20in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,72,64,68,,,,,,EV Electricity,
2024,Rivian,R1S,All-Terrain Performance Dual Max (20in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,78,67,73,,,,,,EV Electricity,
2024,Rivian,R1S,AT Performance Dual Standard Plus (20in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,68,62,65,,,,,,EV Electricity,
2024,Rivian,R1S,Dual Large (21in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,82,74,78,,,,,,EV Electricity,
2024,Rivian,R1S,Dual Large (22in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,80,71,75,,,,,,EV Electricity,
2024,Rivian,R1S,Dual Max (21in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,89,76,82,,,,,,EV Electricity,
2024,Rivian,R1S,Dual Max (22in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,84,72,78,,,,,,EV Electricity,
2024,Rivian,R1S,Dual Standard (21in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,78,71,75,,,,,,EV Electricity,
2024,Rivian,R1S,Dual Standard (22in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,74,66,70,,,,,,EV Electricity,
2024,Rivian,R1S,Dual Standard Plus (21in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,80,74,77,,,,,,EV Electricity,
2024,Rivian,R1S,Dual Standard Plus (22in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,76,68,72,,,,,,EV Electricity,
2024,Rivian,R1S,Performance Dual Large (21in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,82,74,78,,,,,,EV Electricity,
2024,Rivian,R1S,Performance Dual Large (22in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,80,71,75,,,,,,EV Electricity,
2024,Rivian,R1S,Performance Dual Max (21in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,89,76,82,,,,,,EV Electricity,
2024,Rivian,R1S,Performance Dual Max (22in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,84,72,78,,,,,,EV Electricity,
2024,Rivian,R1S,Performance Dual Standard (22in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,76,68,72,,,,,,EV Electricity,
2024,Rivian,R1S,Performance Dual Standard Plus (21in),EV Electricity,Automatic (A1),Four-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,80,74,77,,,,,,EV Electricity,
2024,Rivian,R1S,Quad Large (20in),EV Electricity,Automatic (A1),All-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,69,60,64,,,,,,EV Electricity,
2024,Rivian,R1S,Quad Large (21in),EV Electricity,Automatic (A1),All-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,75,66,71,,,,,,EV Electricity,
2024,Rivian,R1S,Quad Large (22in),EV Electricity,Automatic (A1),All-Wheel Drive,Electricity,Standard Sport Utility Vehicle 4WD,,,73,63,68,,,,,,EV Electricity,
