Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2012,Infiniti,G25,G25,2.5L V6,Automatic (S7),Rear-Wheel Drive,Premium Gasoline,Midsize Cars,6,2.5,20,29,23,,,,,,2.5L V6,
2012,Infiniti,G25,x,2.5L V6,Automatic (S7),All-Wheel Drive,Premium Gasoline,Midsize Cars,6,2.5,19,27,22,,,,,,2.5L V6,
