Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,"Wheelbase 2,795 mm (110.0 in)",Engine,Transmission,Hybrid drivetrain Mild hybrid,"The interior was upgraded with more consistent plastic panels. Also instead of having grey carpeting which was present on all 2004 X3s, the 2005 X3 came with carpeting that matched the leather ordered (with the exception of the Terracotta interior with black carpeting).","Internationally, the X3 received smaller engines including the 4-cylinder petrol","Internationally, the X3 received smaller engines including the 4-cylinder petrol and diesel options.",,
,,,"BMW upgraded the model in 2005 and facelifted the model in 2007, with revised body bumpers, engine, interior trim, and suspension.","BMW upgraded the model in 2005 and facelifted the model in 2007, with revised body bumpers, engine, interior trim, and suspension.",speed ZF 8HP automatic,,"In 2013, the F25 X3 xDrive28d model joined the X3 line-up, powered by a 2.0L turbocharged inline four-cylinder diesel engine, again first introduced on the BMW 3 Series (F30). As of 2017, the xDrive28d model of the F25 X3 is no longer available for sale in the United States.",The M-Sport Package was replaced in March 2009 by the Sport Limited Edition.,The M-Sport Package was replaced in March 2009 by the Sport Limited Edition.,,
,,,"Wheelbase 2,810 mm (110.6 in)",Petrol engines,(0–62 mph) Top speed Battery Range,,,"Changes include new modified twin circular headlights (optional LED headlights),","Changes include new modified twin circular headlights (optional LED headlights), redesigned kidney grille, new front, and rear bumpers, and exterior mirrors with integrated turn signal indicators; a centre console with the optional automatic climate control system in high-gloss black-panel look, new cup holders with a sliding cover for the centre console, new exterior colours, upholstery designs, interior trim strips, and light-alloy wheels; new xLine equipment package, optional Smart Opener for",,
,,,Rear (M Sport),straight-4 110 kW (148 hp),,,,It has an electronically limited top speed of 180 km/h (112 mph). The elect,"It has an electronically limited top speed of 180 km/h (112 mph). The electric powertrain is BMW's fifth-generation scalable electric drivetrain that is distinguished by a more compact design than that used by the BMW i3 with the electric motor, transmission, and power electrics grouped together in a single component.",,
,,,,,,,,Alterations in standard and optional equipment and the configurations available,"Alterations in standard and optional equipment and the configurations available for the different models, as described in this brochure, may occur after 11/12/2021, the date when this brochure went to press.",,
,,,,,,,,Subject to change in design and equipment.,Subject to change in design and equipment.,,
,,,,,,,,"For an in-depth side-by-side breakdown of all the 2022 X3 specs, features and op","For an in-depth side-by-side breakdown of all the 2022 X3 specs, features and options by trim level, check out Kelley Blue Book's 2022 BMW X3 specs page.",,
,,,,,,,,"It details various models, including the M Sport package and plug-in hybrid opti","It details various models, including the M Sport package and plug-in hybrid options, along with standard and optional equipment available.",,
,,,,,,,,"Models, Designs, Trims, and Packages If you've ever explored BMW's vehicles befo","Models, Designs, Trims, and Packages If you've ever explored BMW's vehicles before, you'll know that options get complicated quickly.",,
,,,,,,,,"Learn about the sDrive30i, M40i, and M trim options for the 2022 BMW X3 and lear","Learn about the sDrive30i, M40i, and M trim options for the 2022 BMW X3 and learn which one is best for you.",,
