Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Infiniti,QX50,[Brochure Summary],,,,,,,,,,,,,,,,Bose audio | 16-speaker system,[Brochure] Bose audio | 16-speaker system
