Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2026,Toyota,Sienna,2WD,Hybrid 2.5L I4 (SIDI & PFI; Hybrid),Automatic (AV-S6),Front-Wheel Drive,Regular Gasoline,Minivan - 2WD,4,2.5,36,36,36,,,,,,2.5L I4,
2026,Toyota,Sienna,AWD,Hybrid 2.5L I4 (SIDI & PFI; Hybrid),Automatic (AV-S6),All-Wheel Drive,Regular Gasoline,Minivan - 4WD,4,2.5,35,36,35,,,,,,2.5L I4,
