Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Buick,Regal,[Brochure Summary],,,,,,,,,,,,,,,,BOSE; Bose audio | 8-speaker system,[Brochure] BOSE; Bose audio | 8-speaker system
