Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1985,Oldsmobile,Ninety-Eight Regency,Ninety-Eight Regency,3.0L V6 ((FFS) CA model),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Large Cars,6,3.0,15,23,18,,,,,,3.0L V6,
1985,Oldsmobile,Ninety-Eight Regency,Ninety-Eight Regency,Diesel 4.3L V6 (CA model) Diesel,Automatic 4-spd,Front-Wheel Drive,Diesel,Large Cars,6,4.3,19,29,23,,,,,,4.3L V6,
1985,Oldsmobile,Ninety-Eight Regency,Ninety-Eight Regency,3.0L V6 ((FFS)),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Large Cars,6,3.0,16,23,19,,,,,,3.0L V6,
1985,Oldsmobile,Ninety-Eight Regency,Ninety-Eight Regency,3.8L V6 ((FFS)),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Large Cars,6,3.8,17,24,19,,,,,,3.8L V6,
1985,Oldsmobile,Ninety-Eight Regency,Ninety-Eight Regency,Diesel 4.3L V6 Diesel,Automatic 4-spd,Front-Wheel Drive,Diesel,Large Cars,6,4.3,19,29,23,,,,,,4.3L V6,
