Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2013,Cadillac,SRX,2WD,FFV 3.6L V6 (SIDI; FFV),Automatic (S6),Front-Wheel Drive,Regular Gasoline / E85,Standard Sport Utility Vehicle 2WD,6,3.6,17,24,19,,,,,,3.6L V6,
2013,Cadillac,SRX,AWD,FFV 3.6L V6 (SIDI; FFV),Automatic (S6),All-Wheel Drive,Regular Gasoline / E85,Standard Sport Utility Vehicle 4WD,6,3.6,16,23,18,,,,,,3.6L V6,
