Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
1995,Volvo,940,940,"2.3L I4 ((FFS,TRBO))",Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.3,17,22,19,,,,,,2.3L I4 Turbo,Turbocharged
1995,Volvo,940,Wagon,"2.3L I4 ((FFS,TRBO))",Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Midsize-Large Station Wagons,4,2.3,17,22,19,,,,,,2.3L I4 Turbo,Turbocharged
1995,Volvo,940,940,2.3L I4 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.3,17,24,20,,,,,,2.3L I4 Turbo,Turbocharged
1995,Volvo,940,Wagon,2.3L I4 ((FFS)),Automatic 4-spd,Rear-Wheel Drive,Regular Gasoline,Midsize-Large Station Wagons,4,2.3,17,24,20,,,,,,2.3L I4 Turbo,Turbocharged
