Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2005,Chrysler,Sebring,Sebring,2.4L I4 (SOHC),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.4,19,26,21,,,,,,2.4L I4,
2005,Chrysler,Sebring,Sebring,2.4L I4 (SOHC),Manual 5-spd,Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.4,21,29,24,,,,,,2.4L I4,
2005,Chrysler,Sebring,Sebring,3.0L V6 (SOHC),Automatic 4-spd,Front-Wheel Drive,Premium Gasoline,Compact Cars,6,3.0,18,25,21,,,,,,3.0L V6,
2005,Chrysler,Sebring,Sebring,3.0L V6 (SOHC),Manual 5-spd,Front-Wheel Drive,Premium Gasoline,Compact Cars,6,3.0,18,27,21,,,,,,3.0L V6,
2005,Chrysler,Sebring,Sebring,3.0L V6 (SOHC),Automatic (S4),Front-Wheel Drive,Premium Gasoline,Compact Cars,6,3.0,18,25,21,,,,,,3.0L V6,
2005,Chrysler,Sebring,Convertible,2.4L I4,Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.4,20,27,22,,,,,,2.4L I4,
2005,Chrysler,Sebring,4 Door,2.4L I4,Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.4,20,27,22,,,,,,2.4L I4,
2005,Chrysler,Sebring,Convertible,FFV 2.7L V6 (FLEX-FUEL),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline / E85,Compact Cars,6,2.7,19,25,21,,,,,,2.7L V6,
2005,Chrysler,Sebring,Convertible,FFV 2.7L V6 (FLEX-FUEL),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline / E85,Compact Cars,6,2.7,19,25,21,,,,,,2.7L V6,
2005,Chrysler,Sebring,4 Door,FFV 2.7L V6 (FLEX-FUEL),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline / E85,Midsize Cars,6,2.7,19,25,21,,,,,,2.7L V6,
2005,Chrysler,Sebring,4 Door,FFV 2.7L V6 (FLEX-FUEL),Automatic 4-spd,Front-Wheel Drive,Regular Gasoline / E85,Midsize Cars,6,2.7,19,25,21,,,,,,2.7L V6,
