Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Nissan,GT-R,[Brochure Summary],,,,,,,,,,,,,,,,Bose audio | suede seating,[Brochure] Bose audio | suede seating
