Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Chevrolet,SS,"For the concept car, see Chevrolet SS (concept car). For other uses, see Super Sport (Chevrolet).","Layout Front-engine, rear-wheel-drive",Transmission 6-speed 6L80-E automatic,"It was unveiled during Speedweeks in Daytona Beach, Florida, in February 2013. The SS started sale in the 2014 model year in late 2013. It was Chevrolet's first rear-wheel drive V8 sedan since 1996.",Predecessor Pontiac G8,"blind spot monitors). The Chevrolet SS had a single, fully equipped specific","blind spot monitors). The Chevrolet SS had a single, fully equipped specification level, with two optional extras: a sunroof and a full-size spare tire.",,
,,,"Wheelbase 114.8 in (2,916 mm)",Engine 6.2 L LS3 V8,speed Tremec TR-6060 manual,,,"Service availability, features and functionality vary by vehicle, vehicle equipm","Service availability, features and functionality vary by vehicle, vehicle equipment, trim level, device and the plan you are enrolled in.",,
