Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails,engineDisplay,forcedInduction
2020,Mercedes-Benz,GLS-Class,GLS450 4matic,Hybrid 3.0L V6 (SIDI; Mild Hybrid),Automatic 9-spd,Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,6,3.0,19,23,21,,,,,,3.0L V6 Turbo,Turbocharged
2020,Mercedes-Benz,GLS-Class,GLS580 4matic,Hybrid 4.0L V8 (SIDI; Mild Hybrid),Automatic 9-spd,Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,4.0,16,21,18,,,,,,4.0L V8 Turbo,Turbocharged
