Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2019,Ford,F150,Pickup 2WD,2.7L V6 (SIDI & PFI),Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks 2WD,6,2.7,20,26,22,,,,,
2019,Ford,F150,2WD BASE PAYLOAD LT TIRE,2.7L V6 (SIDI & PFI),Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks 2WD,6,2.7,19,25,21,,,,,
2019,Ford,F150,Pickup 2WD FFV,FFV 3.3L V6 (FFV),Automatic (S6),Rear-Wheel Drive,Regular Gasoline / E85,Standard Pickup Trucks 2WD,6,3.3,19,25,22,,,,,
2019,Ford,F150,2WD FFV BASE PAYLOAD LT,FFV 3.3L V6 (FFV),Automatic (S6),Rear-Wheel Drive,Regular Gasoline / E85,Standard Pickup Trucks 2WD,6,3.3,19,24,21,,,,,
2019,Ford,F150,3.5L 2WD GVWR>7599 LBS,3.5L V6 (SIDI & PFI),Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks 2WD,6,3.5,17,21,19,,,,,
2019,Ford,F150,Pickup 2WD,3.5L V6 (SIDI & PFI),Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks 2WD,6,3.5,18,25,21,,,,,
2019,Ford,F150,2WD BASE PAYLOAD LT TIRE,3.5L V6 (SIDI & PFI),Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks 2WD,6,3.5,17,22,19,,,,,
2019,Ford,F150,2.7L 2WD GVWR>6649 LBS,2.7L V6 (SIDI & PFI),Automatic (S10),Rear-Wheel Drive,Regular Gasoline,Standard Pickup Trucks 2WD,6,2.7,19,25,21,,,,,
2019,Ford,F150,Pickup 2WD FFV,FFV 5.0L V8 (SIDI & PFI; FFV),Automatic (S10),Rear-Wheel Drive,Regular Gasoline / E85,Standard Pickup Trucks 2WD,8,5.0,17,23,19,,,,,
2019,Ford,F150,2WD FFV BASE PAYLOAD LT,FFV 5.0L V8 (SIDI & PFI; FFV),Automatic (S10),Rear-Wheel Drive,Regular Gasoline / E85,Standard Pickup Trucks 2WD,8,5.0,16,21,18,,,,,
