Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,"Wheelbase 3-door: 2,450 mm (96.5 in)","Front-engine, four-wheel drive",,,speed automatic,"Front-engine, four-wheel drive",,,,,,,,door pillared hardtop sedan,"Compared to the US, the European Integra was aimed downmarket and generally lack","Compared to the US, the European Integra was aimed downmarket and generally lacked equipment, with neither trim level (LX or EX) offering painted bumpers, central locking, power windows, nor air conditioning, even though a small number of fully equipped, left-hand drive fuel-injected Integras were sold in the Netherlands.",,
,,,Honda Integra (DA3) SX16 3-door sport coupe (Australia),Engine 1.5 L EW5 (DA2),,,"For the 1992 and 1993 model years, Acura offered a GS-R model. The GS-R liftback came only with a 5-speed manual transmission and 1.7-liter B17A1 DOHC VTEC 4-cylinder engine with 160 hp (119 kW). The GS-R model came with a rear spoiler and 195/60/VR14 tires and alloy wheels.",Layout front-wheel drive,,,,,,,,"The then-Emperor of Japan, Akihito, until he discontinued driving shortly after his 85th birthday, maintained a gray 1991 Integra sedan with the 1.6 L engine, and regularly drove within the boundaries of the Imperial Palace.","The Integra EX16 did offer a sunroof, painted bumpers, a rear spoiler and Hi-Fi","The Integra EX16 did offer a sunroof, painted bumpers, a rear spoiler and Hi-Fi stereo equipment, but neither electric windows, central locking nor air conditioning were available.",,
,,,"Wheelbase Coupe: 2,550 mm (100.4 in)",Engine,,,Transmission 5-speed close-ratio manual,all-wheel drive (DB9 only),,,,,,,,"For the 1992 and 1993 model years, Acura offered a GS-R model. The GS-R liftback came only with a 5-speed manual transmission and 1.7-liter B17A1 DOHC VTEC 4-cylinder engine with 160 hp (119 kW). The GS-R model came with a rear spoiler and 195/60/VR14 tires and alloy wheels.",This was considered as a drawback to its European competitors such as the Peugeo,"This was considered as a drawback to its European competitors such as the Peugeot 309 1.6 injection and the Renault 11 Turbo, that all could be equipped with comprehensive, albeit expensive, equipment.",,
,,,"Wheelbase 2,570 mm (101.2 in) (Liftback)","The then-Emperor of Japan, Akihito, until he discontinued driving shortly after his 85th birthday, maintained a gray 1991 Integra sedan with the 1.6 L engine, and regularly drove within the boundaries of the Imperial Palace.",,,"speed automatic (with 2,400 rpm torque converter)","It has been acclaimed by motoring journalists worldwide, including Evo magazine, which named the Type R 'the greatest front-wheel-drive performance car ever', and TheAutoChannel.com, which similarly called it 'the best handling front-wheel drive car ever'.",,,,,,,,"According to a 2002 Highway Loss Data Institute study, the Integra ""accounts for 21.7 [theft] claims per 1,000 vehicles"", compared to a contemporary Jeep Wrangler, the second most-stolen car model of that period, at just 8.5 claims per 1,000 vehicles.","The RSi was the base model with a lighter weight thanks to wind-up windows, no r","The RSi was the base model with a lighter weight thanks to wind-up windows, no rear spoiler and few options.",,
,,,"Wheelbase 2,570 mm (101.2 in)",,,,,,,,,,,,,,"It had a new four headlight front end design which was dubbed ""spider eyes"" by s","It had a new four headlight front end design which was dubbed ""spider eyes"" by some enthusiasts. Standard horsepower (in Japan) from the 1.6 single cam ZC engine increased to 120 hp (89 kW; 122 PS).",,
,,,Motorsport,,,,,,,,,,,,,,Dealer-installed options for the third-generation Integra included: security sys,"Dealer-installed options for the third-generation Integra included: security system, 15-inch alloy wheels, trunk mat, splash guards, fog lights, rear-wing spoiler, moonroof (liftback only), CD changer, leather seats, leather-wrapped shift knob and steering wheel.",,
,,,Authority control databases: National,,,,,,,,,,,,,,This trim package was only available in 1995 and 1996 model years until the olde,This trim package was only available in 1995 and 1996 model years until the older GS trim name was re-instated back in 1997.,,
,,,,,,,,,,,,,,,,,"From the LS, it added leather seats, alloy wheels on all years, and a rear-wing","From the LS, it added leather seats, alloy wheels on all years, and a rear-wing spoiler (optional). GS: Grand Sport, was available in both liftback and sedan starting from 1997.",,
,,,,,,,,,,,,,,,,,Same standard features as the SE.,Same standard features as the SE.,,
,,,,,,,,,,,,,,,,,"The leather option package would add leather upholstery, leather-wrapped steerin","The leather option package would add leather upholstery, leather-wrapped steering wheel and shift knob.",,
,,,,,,,,,,,,,,,,,An automatic transmission is an option in certain markets for this model. T,An automatic transmission is an option in certain markets for this model. Type R (1997-1998 and 2000-2001): was only available as a liftback.,,
