Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Acura,MDX,"Wheelbase 106.3 in (2,700 mm)",Designer Frank Paluch (engineering: 1998),,,Transmission 5-speed automatic,"Layout Front engine, all-wheel drive",,,,,,,,Predecessor Acura SLX,The navigation system and DVD entertainment system (also popular on other Honda/,"The navigation system and DVD entertainment system (also popular on other Honda/Acura models, such as the CR-V and Odyssey) options were mutually exclusive in the 2002 model.",,
,,,"Height Base: 68.7 in (1,745 mm)","Layout Front engine, all-wheel drive",,,Transmission 5-speed BYFA automatic (2007–09),"Layout Front-engine, front-wheel-drive or all-wheel-drive (SH-AWD)",,,,,,,,"In 2008, for the 2009 model year, the MDX had added more upgrades to the navigation system and there are two new colors added. The power tailgate, previously available only with the Entertainment package, was also included with Technology and Sport packages.",The navigation option comes with a backup camera since the 2003 model.,The navigation option comes with a backup camera since the 2003 model.,,
,,,"Wheelbase 108.3 in (2,751 mm)",Engine 3.5 L J35A3/J35A5 V6,,,speed MT4A automatic (2010–13),"Curb weight 3,960–4,169 lb (1,796–1,891 kg) (FWD)",,,,,,,,"In 2006, the redesigned MDX overtook the TL as Acura's top seller in the United States.","For the 2007 through 2009 model years, three option packages were available: Spo","For the 2007 through 2009 model years, three option packages were available: Sport, Technology and Entertainment.",,
,,,,"SOHC i-VTEC Sport-Hybrid Super Handling All-Wheel Drive 7-speed Dual-Clutch Automatic Transmission 321 hp (239 kW) at 6,300 (combined) 289 lb⋅ft (392 N⋅m) at 5,000 (combined)",,,,,,,,,,,,,The interior reduced button clutter by adding a 7-inch touchscreen with haptic f,"The interior reduced button clutter by adding a 7-inch touchscreen with haptic feedback, an additional 8-inch screen is also standard.",,
,,,,,,,,,,,,,,,,,Advance package models include further noise reduction using a thicker carpet ba,Advance package models include further noise reduction using a thicker carpet base layer and front fender liners. The seating H-point has been reduced.,,
,,,,,,,,,,,,,,,,,Acura states that after conducting a simulated IIHS 25% small offset frontal cra,Acura states that after conducting a simulated IIHS 25% small offset frontal crash test the front doors will open with normal force. The updated Adaptive Cruise Control adds low-speed stop-and-go functionality.,,
,,,,,,,,,,,,,,,,,"In terms of safety the MDX adds a standard driver's knee airbag, optional Lane K","In terms of safety the MDX adds a standard driver's knee airbag, optional Lane Keeping Assist System and Collision Mitigation Braking System.",,
,,,,,,,,,,,,,,,,,To reduce body mass the front fenders switched from steel to an aluminum panel.[,"To reduce body mass the front fenders switched from steel to an aluminum panel. All 2017 MDX trims will come standard with the AcuraWatch™ suite of advanced safety and driver-assistive technologies, including Collision Mitigation Braking System™ (CMBS™) with Forward Collision Warning (FCW), Lane Keeping Assist (LKAS), Adaptive Cruise Control (ACC) with low-speed follow, and Road Departure Mitigation (RDM) with Lane Departure Warning (LDW).",,
,,,,,,,,,,,,,,,,,"An Electric Parking Brake with Automatic Brake Hold, Auto High Beam headlights,","An Electric Parking Brake with Automatic Brake Hold, Auto High Beam headlights, SiriusXM Radio™ 2.0 and four 2.5-amp USB charging ports features are standard.",,
,,,,,,,,,,,,,,,,,Models with Technology and Advance packages add Bi-Directional Keyless Remote En,"Models with Technology and Advance packages add Bi-Directional Keyless Remote Engine Start, new 20-inch wheel and tires (+1 inch), power folding side mirrors, and HD Traffic™.",,
,,,,,,,,,,,,,,,,,An ultra-widescreen Rear Entertainment System is also available on models with t,An ultra-widescreen Rear Entertainment System is also available on models with the Advance ENT Package.,,
,,,,,,,,,,,,,,,,,"The Sport Hybrid comes as standard with the SH-AWD system, Acura's Active Damper","The Sport Hybrid comes as standard with the SH-AWD system, Acura's Active Damper System and the Integrated Dynamics System with a SPORT+ mode.",,
,,,,,,,,,,,,,,,,,Sales commenced in April 2017 for the 2017 model year and was available in Techn,"Sales commenced in April 2017 for the 2017 model year and was available in Technology and Advanced packages. For 2018 model year, the MDX features a redesigned dual-screen user interface (ODMD 2.0) with more intuitive menus and command structures complemented by a 7-inch capacitive touchscreen (previously resistive type) with a 30% faster response time, which support for Apple CarPlay™ and Android Auto™ compatibility as standard.",,
,,,,,,,,,,,,,,,,,"During the 2018 New York International Auto Show, alongside the debut of the thi","During the 2018 New York International Auto Show, alongside the debut of the third generation RDX, Acura announced the introduction of the A-Spec appearance package for the 2019 model year.",,
,,,,,,,,,,,,,,,,,Driver and front passenger seats feature 4-way power lumbar adjustments as stand,"Driver and front passenger seats feature 4-way power lumbar adjustments as standard, while the Technology and Entertainment packages receive an updated second-row seat configuration, allowing easy passage to the third row.",,
,,,,,,,,,,,,,,,,,The MDX with Advance package was available with Acura's Active Damper System (AD,"The MDX with Advance package was available with Acura's Active Damper System (ADS), previously available only on the MDX Sport Hybrid.",,
,,,,,,,,,,,,,,,,,"The exterior includes the standard panoramic sunroof, either 19 or 20-inch alloy","The exterior includes the standard panoramic sunroof, either 19 or 20-inch alloy rims, a tailgate similar to the 2019 RDX, headlights and taillights similar to the second-generation TLX, a differently styled grille emblem, nine exterior and seven interior colors.",,
,,,,,,,,,,,,,,,,,The improved interior includes a 12.3-inch infotainment system and the Acura's f,"The improved interior includes a 12.3-inch infotainment system and the Acura's first 12-inch digital full TFT instrument cluster, touch pad, 16-way power front seats with 3-memory positions, removable center second row seat, a removable double sided trunk floor with carpet and plastic, and more legroom and headroom compared to the third generation MDX.",,
,,,,,,,,,,,,,,,,,The MDX also features an optional audio system with 16-speakers including four r,The MDX also features an optional audio system with 16-speakers including four roof-mounted speakers and a foot sensor for Hands Free Access power tailgate release and closure when the key fob is nearby.,,
,,,,,,,,,,,,,,,,,Acura VIN decoder and options list.,Acura VIN decoder and options list.,,
,,,,,,,,,,,,,,,,,"TLX, MDX, RDX option codes, package codes, technology codes, paint codes and mor","TLX, MDX, RDX option codes, package codes, technology codes, paint codes and more.",,
,,,,,,,,,,,,,,,,,"Discover the distinct features, performance options, and technology offerings of","Discover the distinct features, performance options, and technology offerings of each package level to find the perfect MDX for your needs.",,
,,,,,,,,,,,,,,,,,"Available in multiple trim levels, each package offers unique features and optio","Available in multiple trim levels, each package offers unique features and options to fit your specific needs.",,
,,,,,,,,,,,,,,,,,"Oct 7, 2025Complete timeline of ACURA MDX models and generations, with photos, s","Oct 7, 2025Complete timeline of ACURA MDX models and generations, with photos, specs reference and production years Acura MDX Inventory Acura Research 2024 Acura MDX Trim Packages The 2024 Acura MDX is available in multiple trim levels, also referred to as packages, to fit your unique driving style.",,
,,,,,,,,,,,,,,,,,"A 290-hp 3.5L V6 engine comes standard with all Acura MDX trims, except for the","A 290-hp 3.5L V6 engine comes standard with all Acura MDX trims, except for the Type S models, which replace it with a 355-hp 3.0L V6.",,
