Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Acura,RDX,"Wheelbase 104.3 in (2,649 mm)","Layout Front engine, front-wheel-drive, all-wheel-drive (SH-AWD)",,,Transmission 5-speed automatic,"Layout Front engine, front-wheel-drive, all-wheel-drive (SH-AWD)",,,,,,,,"The first-generation RDX is powered by a 2.3-liter straight-4 turbocharged gasoline engine, rated at 240 bhp (179 kW; 243 PS) at 6,000 rpm with a torque peak of 260 ft⋅lbf (350 N⋅m) at 4,500 rpm. At the time, this was uncommon among Honda vehicles.","The facelifted model went on sale in August 2009 for the 2010 model year, which","The facelifted model went on sale in August 2009 for the 2010 model year, which featured the addition of Acura's ""power plenum"" grille and a front-wheel drive option.",,
,,,Headlights (varies by trim/option) Good Acceptable,"Layout Front engine, front-wheel drive, all-wheel drive",,,"The 2019 Acura RDX is equipped with a 10-speed automatic transmission with steering wheel-mounted paddle shifters. According to Honda, this allows the RDX to take the turbocharged engine to its maximum capabilities during low-end torque.",",838 lb (1,741 kg) (AWD)",,,,,,,,,"This package included Acura's navigation system, a backup camera, XM Nav-Traffic","This package included Acura's navigation system, a backup camera, XM Nav-Traffic real-time traffic monitoring, and Zagat restaurant reviews.",,
,,,Motorsport,Engine 3.0 L J30Y1 V6 (China Only),,,,Rollover FWD: / 16.4%,,,,,,,,,The package also featured a 10-speaker ELS Surround audio system with DTS and Do,The package also featured a 10-speaker ELS Surround audio system with DTS and Dolby Pro Logic II surround sound.,,
,,,Authority control databases: National,L J35Z2 V6,,,,Rollover AWD: / 15.5%,,,,,,,,,"Standard safety features include six airbags, including dual front airbags, fron","Standard safety features include six airbags, including dual front airbags, front side airbags, and dual-side curtain airbags.",,
,,,,"Layout Front engine, front-wheel drive / all-wheel drive (SH-AWD)",,,,"Layout Front engine, front-wheel drive / all-wheel drive (SH-AWD)",,,,,,,,,"A 5-inch display, tri-angle rear-view backup camera are standard, as well as key","A 5-inch display, tri-angle rear-view backup camera are standard, as well as keyless entry with push-button start.",,
,,,,Engine 2.0 L K20C4 (turbo),,,,"Curb weight 3,783–3,829 lb (1,716–1,737 kg)(FWD)",,,,,,,,,"Also, standard Bluetooth hands-free calling and Pandora music can be streamed wi","Also, standard Bluetooth hands-free calling and Pandora music can be streamed wirelessly into the audio system.",,
,,,,"The 2019 Acura RDX is equipped with a 10-speed automatic transmission with steering wheel-mounted paddle shifters. According to Honda, this allows the RDX to take the turbocharged engine to its maximum capabilities during low-end torque.",,,,",019–4,068 lb (1,823–1,845 kg)(AWD)",,,,,,,,,"When upgrading to the Technology package, a power tailgate is included, along","When upgrading to the Technology package, a power tailgate is included, along with an upgraded 60-gigabyte hard disc (HDD) based navigation system with 8-inch screen, this system enables 15GB of music to be stored.",,
,,,,"As of January 2026, the fourth generation RDX will arrive ""in the next couple of years"" and features hybrid powertrain.",,,,SH-AWD,,,,,,,,,"The exterior adds LED headlamps (low and high beams, DRL pipe and amber turn sig","The exterior adds LED headlamps (low and high beams, DRL pipe and amber turn signals) and LED taillamps.",,
,,,,,,,,,,,,,,,,,RDX WITH ADVANCE PACKAGE ADDS TO OR REPLACES RDX WITH TECHNOLOGY PACKAGE FEATURE,"RDX WITH ADVANCE PACKAGE ADDS TO OR REPLACES RDX WITH TECHNOLOGY PACKAGE FEATURES: 2022 Acura RDX Specs, Features & Options Here's everything you need to know about each trim in the 2022 Acura RDX lineup.",,
,,,,,,,,,,,,,,,,,2022 Table of Contents Pricing 2 Packages 3 Technology Package 3 Advance Package,2022 Table of Contents Pricing 2 Packages 3 Technology Package 3 Advance Package 4 A-Spec® Package 5 A-Spec® Advance Package 6 Specifications 7 Standard Features 12 Warranties 15 Disclaimers 16 ©2021 Acura Page 1 of 17 2022 Pricing 2022 RDX TRIM LEVELS (Configuration Options) RDX 2.0L Turbo 10-AT FWD RDX 2.0L Turbo 10-AT FWD with Technology ...,,
,,,,,,,,,,,,,,,,,"If you're looking around Red Bank for the perfect new luxury SUV, then you've al","If you're looking around Red Bank for the perfect new luxury SUV, then you've already got great selections among the new 2022 Acura RDX trim levels This high-end Acura SUV lineup offers a range of sleek and sophisticated options with competitive pricing, reliable performance specs, and enhanced features to take your daily drive the next level.",,
