Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2005,Dodge,Dakota,[Brochure Summary],,,,,,,,,,,,,,,,Infinity audio | Leather-trimmed; leather-trimmed seating; Infinity audio | Leather-trimmed; leather-trimmed seating,[Brochure] Infinity audio | Leather-trimmed; leather-trimmed seating | [Brochure] Infinity audio | Leather-trimmed; leather-trimmed seating
