Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2010,Dodge,Durango,[Brochure Summary],,,,,,,,,,,,,,,,6.5-inch touchscreen | Alpine audio | Capri; suede; Nappa; leather-trimmed seating; 6.5-inch touchscreen | Alpine audio | Capri; suede; Nappa; leather-trimmed seating,[Brochure] 6.5-inch touchscreen | Alpine audio | Capri; suede; Nappa; leather-trimmed seating | [Brochure] 6.5-inch touchscreen | Alpine audio | Capri; suede; Nappa; leather-trimmed seating | [Backfilled from 2011]
