Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2007,Dodge,RamPickup,[Brochure Summary],,,,,,,,,,,,,,,,Infinity audio | leather-trimmed; premium cloth; Leather-trimmed seating; Infinity audio | leather-trimmed; premium cloth; Leather-trimmed seating,[Brochure] Infinity audio | leather-trimmed; premium cloth; Leather-trimmed seating | [Brochure] Infinity audio | leather-trimmed; premium cloth; Leather-trimmed seating
