Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2015,Fiat,US FullLine,[Brochure Summary],,,,,,,,,,,,,,,,4.3-inch touchscreen; 5.0-inch touchscreen; 6.5-inch touchscreen | Premium Cloth seating; 4.3-inch touchscreen; 5.0-inch touchscreen; 6.5-inch touchscreen | Premium Cloth seating,[Brochure] 4.3-inch touchscreen; 5.0-inch touchscreen; 6.5-inch touchscreen | Premium Cloth seating | [Brochure] 4.3-inch touchscreen; 5.0-inch touchscreen; 6.5-inch touchscreen | Premium Cloth seating
