Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,Platform Toyota-BMW joint sports car architecture,Engine,,,speed ZF 8HP51 automatic,,,,,,,,,"The launch model was the M40i First Edition which has Frozen Orange metallic paintwork and Vernasca leather, 19-inch alloy wheels, adaptive dampers, a Harman Kardon surround sound system and a head-up display.",The 2023 BMW Z4 is safest when equipped with the optional Driving Assistance Pac,"The 2023 BMW Z4 is safest when equipped with the optional Driving Assistance Package, which includes active blind-spot monitoring, lane-departure warning, Active Driving Assistant, and Park Distance Control.","According to BMW, the Z4 can now be optioned with 19-inch M light-alloy wheels, the M Shad",
,,,"The LCI model was introduced in September 2022. The M Sport appearance package became standard across the range, although with several changes.",Model Years Engine Power Torque 0–100 km/h (0–62 mph),,,,,,,,,,,,,"The standard M Sport package makes it even more exciting, while interior feature","The standard M Sport package makes it even more exciting, while interior features like the M Sport seats elevate the luxury you expect from BMW.",,
,,,"Z4 sDrive30i(Canada, pre-facelift) with M Sport appearance package",L turbocharged I4 145 kW (197 PS; 194 hp),,,,,,,,,,,,,"Explore available models, equipment options, and more now.","Explore available models, equipment options, and more now.",,
,,,"a b c auto-motor-und-sport.de 23 August 2018: Sportkeil mit Stoffmütze und bis zu 340 PS, (German) retrieved 25 February 2019.",–2026 285 kW (387 PS; 382 hp),,,,,,,,,,,,,"You can find detailed information about terms, standard and optional equipment a","You can find detailed information about terms, standard and optional equipment at www.bmw.com or from your BMW Partner.",,
,,,,,,,,,,,,,,,,,"According to BMW, the Z4 can now be optioned with 19-inch M light-alloy wheels,","According to BMW, the Z4 can now be optioned with 19-inch M light-alloy wheels, the M Shadowline Lights, and three new hues.",,
,,,,,,,,,,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,,,,,,,,,,,,,,"For an in-depth side-by-side breakdown of all the 2023 Z4 specs, features and op","For an in-depth side-by-side breakdown of all the 2023 Z4 specs, features and options by trim level, check out Kelley Blue Book's 2023 BMW Z4 specs page.",,
,,,,,,,,,,,,,,,,,The latest version of the open-top two-seater incorporates a raft of detail upda,"The latest version of the open-top two-seater incorporates a raft of detail updates, brings fresh design accents to the exterior, expands the range of standard equipment, and adds new items to the options list.",,
