Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2004,BMW,X5,[Brochure Summary],,,,,,,,,,,,,,,,10-speaker; 12-speaker system; 10-speaker; 12-speaker system,[Brochure] 10-speaker; 12-speaker system | [Brochure] 10-speaker; 12-speaker system
